original,detected_language,confidence,translated_text
dansa: la música en moviment,ca,100,dance: moving music
educació psicomotriu i atenció a la diversitat en el marc de l'escola inclusiva,ca,100,psychomotor education and attention to diversity within the framework of inclusive school
"religió, cultura i valors",ca,100,"religion, culture and values"
formació vocal i auditiva,ca,100,vocal and auditory training
dificultats d'aprenentatge i trastorns del desenvolupament,ca,100,learning difficulties and developmental disorders
intervenció psicoeducativa en les dificultats de comunicació i llenguatge,ca,100,psychoeducational intervention in the difficulties of communication and language
ensenyament i aprenentatge de llengües i lecto-escriptura 2,ca,100,language teaching and learning and lecto-writing 2
"ensenyament i aprenentatge de les ciències experimentals, ciències socials i les matemàtiques 1",ca,100,"teaching and learning experimental sciences, social sciences and mathematics 1"
escola inclusiva i atenció primerenca,ca,100,inclusive school and early attention
ensenyament i aprenentatge de llengües i lecto-escriptura 1,ca,100,language teaching and learning and lecto-writing 1
"ensenyament i aprenentatge de la música, l'expressió plàstica i l'expressió corporal 3",ca,100,"teaching and learning music, plastic expression and body expression 3"
"ensenyament i aprenentatge de les ciències experimentals, ciències socials i les matemàtiques 3",ca,100,"teaching and learning experimental sciences, social sciences and mathematics 3"
projecte artístic,ca,100,art project
habilitats comunicatives,ca,100,comunicatives skills
"ensenyament i aprenentatge de la música, l'expressió plàstica i l'expressió corporal 1",ca,100,"teaching and learning music, plastic expression and body expression 1"
ensenyament i aprenentatge de llengües i lecto-escriptura 3,ca,100,language teaching and learning and lecto-writing 3
"ensenyament i aprenentatge de les ciències experimentals, ciències socials i les matemàtiques 2",ca,100,"teaching and learning experimental sciences, social sciences and mathematics 2"
competència comunicativa oral i cultura popular,ca,100,oral communication competence and popular culture
audició: les històries de la música,ca,100,audition: the stories of music
aprenentatge i desenvolupament de la personalitat,ca,100,learning and development of personality
intervenció psicoeducativa en les dificultats de comunicació i llenguatge,ca,100,psychoeducational intervention in the difficulties of communication and language
dificultats d'aprenentatge i trastorns del desenvolupament,ca,100,learning difficulties and developmental disorders
formació vocal i auditiva,ca,100,vocal and auditory training
l'observació i l'avaluació del joc de l'infant,ca,100,the observation and evaluation of the child's game
habilitats comunicatives,ca,100,comunicatives skills
"ensenyament i aprenentatge de la música, l'expressió plàstica i l'expressió corporal 3",ca,100,"teaching and learning music, plastic expression and body expression 3"
ensenyament i aprenentatge de llengües i lecto-escriptura 1,ca,100,language teaching and learning and lecto-writing 1
ensenyament i aprenentatge de llengües i lecto-escriptura 3,ca,100,language teaching and learning and lecto-writing 3
"ensenyament i aprenentatge de les ciències experimentals, ciències socials i les matemàtiques 2",ca,100,"teaching and learning experimental sciences, social sciences and mathematics 2"
pràctiques externes 2,ca,100,external practices 2
ensenyament i aprenentatge de llengües i lecto-escriptura 2,ca,100,language teaching and learning and lecto-writing 2
"ensenyament i aprenentatge de les ciències experimentals, ciències socials i les matemàtiques 1",ca,100,"teaching and learning experimental sciences, social sciences and mathematics 1"
"religió, cultura i valors",ca,100,"religion, culture and values"
"atenció educativa a l'alumnat amb discapacitat sensorial, motriu i intel.lectual",ca,100,"educational attention to students with sensory, motor and intellectual disabilities"
treball de fi de grau,ca,100,end-of-degree work
pedagogia i didàctica de la religió a l'escola,ca,100,pedagogy and teaching of religion in school
audició: les històries de la música,ca,100,audition: the stories of music
processos i contextos educatius,ca,100,processes and educational contexts
educació psicomotriu i atenció a la diversitat en el marc de l'escola inclusiva,ca,100,psychomotor education and attention to diversity within the framework of inclusive school
pràcticum 1,ca,100,practicum 1
estudis en el marc dels convenis de mobilitat,ca,100,studies in the framework of mobility conventions
formació psico-corporal,ca,100,psycho-corporal formation
"infància, salut i alimentació",ca,100,"childhood, health and food"
"societat, família i educació",ca,100,"society, family and education"
l'escola d'educació infantil,ca,100,the school of children's education
"ensenyament i aprenentatge de la música, l'expressió plàstica i l'expressió corporal 1",ca,100,"teaching and learning music, plastic expression and body expression 1"
projecte artístic,ca,100,art project
didàctica de la llengua estrangera,ca,100,didactical of the foreign language
dansa: la música en moviment,ca,100,dance: moving music
"ensenyament i aprenentatge de la música, l'expressió plàstica i l'expressió corporal 2",ca,100,"teaching and learning music, plastic expression and body expression 2"
"ensenyament i aprenentatge de les ciències experimentals, ciències socials i les matemàtiques 3",ca,100,"teaching and learning experimental sciences, social sciences and mathematics 3"
didàctica de l'educació psicomotriu a l'educació infantil 1,ca,100,the teaching of psychomotor education in children's education 1
"organització de l'espai escolar, materials i habilitats docents",ca,100,"organization of school space, materials and teaching skills"
escola inclusiva i atenció primerenca,ca,100,inclusive school and early attention
corrents estètics contemporanis en comunicació,ca,100,contemporary aesthetic currents in communication
gestió de continguts als mercats audiovisual i publicitari,ca,100,content management in the audiovisual and advertising markets
organització d'esdeveniments,ca,100,organization of events
expressió corporal i comunicació no verbal,ca,100,corporal expression and nonverbal communication
"gènere, sexualitats i comunicació",ca,100,"gender, sexuality and communication"
relacions amb els mitjans,ca,100,relationships with the media
màrqueting directe i interactiu,ca,100,direct and interactive marketing
màrqueting i comunicació empresarial,ca,100,marketing and business communication
opinió pública,ca,100,public opinion
fonaments del periodisme,ca,100,fundaments of journalism
planificació de mitjans,ca,100,Media planning
escriptura creativa,ca,100,creative writing
comunicació interna,ca,100,internal communication
teoria i tècnica del llenguatge audiovisual,ca,100,theory and technique of audiovisual language
direcció de comptes en publicitat i relacions públiques,ca,100,direction of accounts in advertising and public relations
pràctiques acadèmiques externes,ca,100,external academic practices
estàndard oral i escrit de la llengua (català),ca,100,oral and written standard of the language (Catalan)
introducció a l'economia i a l'empresa,ca,100,introduction to economics and the company
teoria de la imatge,ca,100,theory of the image
producció de projectes multimèdia,ca,100,production of multimedia projects
investigació de mercats,ca,100,market research
fonaments de la comunicació publicitària i de les relacions públiques,ca,100,fundaments of advertising communication and public relations
comunicació i expressió oral,ca,100,communication and oral expression
taller de projectes de recerca i professionals,ca,100,workshop of research projects and professionals
estàndard oral i escrit de la llengua (castellà),ca,100,oral and written standard of the language (Spanish)
creativitat publicitària,ca,100,advertising creativity
tècniques de les relacions públiques,ca,100,technics of public relations
fotografia documental i publicitària,ca,100,documentary and advertising photography
"globalització, cultura i societat",ca,100,"globalization, culture and society"
tècniques de màrqueting i comunicació,ca,100,marketing and communication techniques
treball de fi de grau,ca,100,end-of-degree work
tecnologia audiovisual i d'internet,ca,100,audiovisual and internet technology
infodisseny,ca,100,infodisseny
comunicació i imatge corporativa,ca,100,communication and corporate image
introducció a la psicologia,ca,100,introduction to psychology
història i estructura de la comunicació,ca,100,history and structure of communication
disseny gràfic i multimèdia,ca,100,graphic and multimedia design
dret de la comunicació,ca,100,right of communication
comunicació política,ca,100,political communication
estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
persuasió a través del discurs,ca,100,persuasion through discourse
campanyes i plans de comunicació,ca,100,campaigns and communication plans
experiències en comunicació i direcció estratègica,ca,100,experiences in communication and strategic direction
comunicació estratègica de marques territori,ca,100,strategic communication of territorial brands
oportunitats i riscos en la comunicació organitzacional,ca,100,opportunities and risks in organizational communication
comunicació en les organitzacions polítiques,ca,100,communication in political organizations
comunicació i responsabilitat social,ca,100,communication and social responsibility
tècniques qualitatives de recerca en comunicació,ca,100,qualitative research techniques in communication
eines del màrqueting digital,ca,100,tools of digital marketing
gestió de la comunicació en línia  i community management,ca,100,management of online communication and community management
projectes i informes de recerca en comunicació,ca,100,projects and research reports in communication
treball fi de màster,ca,100,Final Masterwork
disseny d'experiències,ca,100,designing experiences
comunicació de les institucions públiques,ca,100,communication of public institutions
storytelling i framing per a les organitzacions,ca,100,storytelling and framing for organizations
tècniques quantitatives de recerca en comunicació,ca,100,quantitative research techniques in communication
"comunicació de crisi: gestió, habilitats i casos",ca,100,"crisis communication: management, skills and cases"
direcció de comunicació,ca,100,direction of communication
comunicació i imatge corporativa,ca,100,communication and corporate image
comunicació de la salut en l'era digital,ca,100,health communication in the digital era
comunicació escrita en català,ca,100,written communication in Catalan
literatura medieval,ca,100,medieval literature
literatura francesa 1,ca,100,French literature 1
metodologia de l'anàlisi literària,ca,100,metodology of literary analysis
introducció a l'edició de textos i a la crítica textual,ca,100,introduction to the editing of texts and textual criticism
llengua i societat,ca,100,language and society
lingüística,ca,100,linguistics
comunicació escrita en espanyol,ca,100,communication written in Spanish
els sons de la llengua espanyola,ca,100,the sounds of the Spanish language
espanyol conversacional,ca,100,Spanish conversacional
anglès 2,ca,100,English 2
literatura espanyola dels segles d'or,ca,100,Spanish literature of the golden centuries
les paraules de la llengua espanyola,ca,100,the words of the Spanish language
pràctiques externes 1,ca,100,external practices 1
tendències actuals en lingüística,ca,100,current trends in linguistics
treball de fi de grau,ca,100,end-of-degree work
literatura romànica,ca,100,Romance literature
psicolingüística i neurolinguística,ca,100,psycholinguistics and neurolinguistics
història de la llengua espanyola,ca,100,history of the Spanish language
estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
anglès 1,ca,100,English 1
literatura i societat,ca,100,literatura and society
literatura espanyola dels segles xviii i xix,ca,100,Spanish literature of the 18th and 19th centuries
el llegat clàssic,ca,100,the classic legacy
les oracions de la llengua espanyola,ca,100,the prayers of the Spanish language
llatí,ca,100,Latin
comunicació oral en català,ca,100,oral communication in Catalan
comunicació oral en espanyol,ca,100,oral communication in Spanish
literatura hispanoamericana contemporània,ca,100,Contemporary Hispanic-American literature
francès comunicatiu,ca,100,communicative French
el significat de les paraules i de les oracions,ca,100,the meaning of words and prayers
metodologia de la investigació literària,ca,100,metodology of literary research
l'espanyol d'amèrica,ca,100,Spanish from America
literatura espanyola contemporània,ca,100,contemporary Spanish literature
literatura espanyola de la segona meitat del segle xx i actual,ca,100,Spanish literature of the second half of the 20th century and today
llengua francesa 1,ca,100,French language 1
correcció de textos,ca,100,correction of texts
literatura,ca,100,literatura
lingüística romànica,ca,100,Romance linguistics
literatura hispanoamericana moderna,ca,100,modern Hispanic-American literature
dona i literatura,ca,100,woman and literature
ensenyament de l'espanyol com a llengua estrangera,ca,100,teaching Spanish as a foreign language
taller de demografia,ca,100,taller demografia
pràctiques professionalitzadores,ca,100,professional practice
"postindustrialisme, globalització i espai urbà",ca,100,"post-industrialism, globalization and urban space"
treball de fi de màster,ca,100,Final Masterwork
ciutats i metròpolis contemporànies,ca,100,contemporary cities and metropolis
societat del benestar i polítiques socials,ca,100,society of welfare and social policies
migracions i multiculturalitat,ca,100,migrations and multiculturalism
racismes i xenofòbies a les ciutats multiculturals,ca,100,racisms and xenophobias in multicultural cities
mètode etnogràfic i tècniques d'investigació urbana,ca,100,Ethnographic method and urban research techniques
estudis de cas,ca,100,case studies
conflicte social,ca,100,social conflict
metodologies d'intervenció en l'àmbit urbà,ca,100,metodologies of intervention in the urban area
economia política del transnacionalisme i codesenvolupament,ca,100,political economy of transnationalism and co-development
migracions contemporànies: contextos i lògiques,ca,100,contemporary migrations: contexts and logics
taller de demografia,ca,100,taller demografia
pràctiques professionalitzadores,ca,100,professional practice
"postindustrialisme, globalització i espai urbà",ca,100,"post-industrialism, globalization and urban space"
treball de fi de màster,ca,100,Final Masterwork
ciutats i metròpolis contemporànies,ca,100,contemporary cities and metropolis
societat del benestar i polítiques socials,ca,100,society of welfare and social policies
migracions i multiculturalitat,ca,100,migrations and multiculturalism
racismes i xenofòbies a les ciutats multiculturals,ca,100,racisms and xenophobias in multicultural cities
mètode etnogràfic i tècniques d'investigació urbana,ca,100,Ethnographic method and urban research techniques
estudis de cas,ca,100,case studies
conflicte social,ca,100,social conflict
metodologies d'intervenció en l'àmbit urbà,ca,100,metodologies of intervention in the urban area
economia política del transnacionalisme i codesenvolupament,ca,100,political economy of transnationalism and co-development
migracions contemporànies: contextos i lògiques,ca,100,contemporary migrations: contexts and logics
gènere i salut,ca,100,gender and health
dissenys i tècniques avançades en antropologia mèdica 3,ca,100,Advanced Designs and Techniques in Medical Anthropology 3
"salut, desenvolupament i medi ambient",ca,100,"Health, Development and Environment"
"alimentació, salut i cultura",ca,100,"food, health and culture"
sistemes mèdics,ca,100,medical systems
seminari de recerca,ca,100,seminari de recerca
demografia i epidemiologia,ca,100,demography and epidemiology
"antropologia de la dependència, l'envelliment i les pràctiques de cura",ca,100,"anthropology of dependency, aging and care practices"
antropologia i salut global,ca,100,anthropology and global health
antropologia i salut mental,ca,100,anthropology and mental health
orientacions teòriques en antropologia mèdica,ca,100,Theoretical orientations in medical anthropology
"teories sobre la subjectivitat: ment, cos, cervell",ca,100,"theories about subjectivity: mind, body, brain"
pràctiques acadèmiques externes,ca,100,external academic practices
treball de fi de màster,ca,100,Final Masterwork
antropologia i ciències de la salut,ca,100,anthropology and health sciences
dissenys i tècniques avançades en antropologia mèdica 1,ca,100,advanced designs and techniques in medical anthropology 1
salut i societat en la història d'occident,ca,100,Health and society in the history of the West
"polítiques públiques, desigualtat i salut",ca,100,"public policy, inequality and health"
dissenys i tècniques avançades en antropologia mèdica 2,ca,100,advanced designs and techniques in medical anthropology 2
estudis avançats en salut global,ca,100,Advanced studies in global health
fonaments del periodisme,ca,100,fundaments of journalism
taller de projectes de recerca i professionals,ca,100,workshop of research projects and professionals
escriptura creativa,ca,100,creative writing
realització de programes i ficcions,ca,100,conduct of programs and fictions
comunicació i expressió oral,ca,100,communication and oral expression
teoria i tècnica del llenguatge audiovisual,ca,100,theory and technique of audiovisual language
escriptura creativa,ca,100,creative writing
gestió de continguts als mercats audiovisual i publicitari,ca,100,content management in the audiovisual and advertising markets
estàndard oral i escrit de la llengua (castellà),ca,100,oral and written standard of the language (Spanish)
comunicació política,ca,100,political communication
història i estructura de la comunicació,ca,100,history and structure of communication
fotografia documental i publicitària,ca,100,documentary and advertising photography
taller de ràdio,ca,100,radio workshop
producció de projectes multimèdia,ca,100,production of multimedia projects
teoria i anàlisi de les pràctiques professionals en periodisme,ca,100,theory and analysis of professional practices in journalism
treball de fi de grau,ca,100,end-of-degree work
infodisseny,ca,100,infodisseny
dret de la comunicació,ca,100,right of communication
gèneres informatius en mitjans escrits i audiovisuals,ca,100,informative genres in written and audiovisual media
organització i praxi dels gabinets de comunicació,ca,100,organization and praxis of the cabinets of communication
introducció a l'economia i a l'empresa,ca,100,introduction to economics and the company
periodisme i crítica cultural,ca,100,periodism and cultural criticism
tecnologia audiovisual i d'internet,ca,100,audiovisual and internet technology
disseny gràfic i multimèdia,ca,100,graphic and multimedia design
periodisme del segle xx,ca,100,periodism of the 20th century
pràctiques acadèmiques externes,ca,100,external academic practices
opinió pública,ca,100,public opinion
fonaments de la comunicació publicitària i de les relacions públiques,ca,100,fundaments of advertising communication and public relations
expressió corporal i comunicació no verbal,ca,100,corporal expression and nonverbal communication
taller de projectes de recerca i professionals,ca,100,workshop of research projects and professionals
introducció a la psicologia,ca,100,introduction to psychology
periodisme d'opinió,ca,100,periodism of opinion
periodisme especialitzat 1,ca,100,specialized journalism 1
ordenament jurídic i sistema polític,ca,100,legal order and political system
corrents estètics contemporanis en comunicació,ca,100,contemporary aesthetic currents in communication
fonaments del periodisme,ca,100,fundaments of journalism
teoria de la imatge,ca,100,theory of the image
estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
estàndard oral i escrit de la llengua (català),ca,100,oral and written standard of the language (Catalan)
"gènere, sexualitats i comunicació",ca,100,"gender, sexuality and communication"
estructura i canvi social,ca,100,structure and social change
història del món actual,ca,100,history of the current world
avaluació de les competències en ensenyament d'espanyol com a llengua estrangera,ca,100,evaluation of the competences in teaching Spanish as a foreign language
pràctiques externes,ca,100,external practices
pragmàtica cultural a l'aula d'espanyol com a llengua estrangera,ca,100,cultural grammar in the Spanish classroom as a foreign language
l'ensenyament de la pronunciació a l'aula d'espanyol com a llengua estrangera,ca,100,the teaching of pronunciation in the Spanish classroom as a foreign language
cf ii: fonaments de lingüística general i lingüística aplicada a l'ensenyament de llengües,ca,100,cf ii: fundamentals of general linguistics and linguistics applied to language teaching
complements formatius i: estudis de gramàtica avançada de l'espanyol,ca,100,formative completions and: advanced grammar studies of Spanish
l'ensenyament d'espanyol a immigrants,ca,100,the teaching of Spanish to immigrants
gestió de l'aula d'espanyol com a llengua estrangera,ca,100,Spanish classroom management as a foreign language
treball de fi de màster,ca,100,Final Masterwork
metodologia de l'ensenyament de llengües estrangeres,ca,100,the teaching method of foreign languages
espanyol per a finalitats específiques,ca,100,Spanish for specific purposes
l'ensenyament del lèxic a l'aula d'espanyol com a llengua estrangera,ca,100,the teaching of the lexicon in the Spanish classroom as a foreign language
la competència digital en la docència d'espanyol com a llengua estrangera,ca,100,the digital competence in teaching Spanish as a foreign language
gramàtica formal i gramàtica pedagògica en l'ensenyament d'espanyol com a llengua estrangera,ca,100,formal grammar and pedagogical grammar in the teaching of Spanish as a foreign language
la cultura a l'aula d'espanyol com a llengua estrangera,ca,100,culture in the Spanish classroom as a foreign language
metodologia de la recerca en espanyol com a llengua estrangera,ca,100,methodology of research in Spanish as a foreign language
aprenentatge i adquisició de llengües estrangeres,ca,100,learning and acquiring foreign languages
anàlisi i producció de materials didàctics,ca,100,analysis and production of didactic materials
el marc comú europeu de referència per a les llengües,ca,100,the European common framework of reference for languages
programació de cursos i unitats didàctiques d'espanyol com a llengua estrangera,ca,100,programming of courses and teaching units of Spanish as a foreign language
avaluació de les competències en ensenyament d'espanyol com a llengua estrangera,ca,100,evaluation of the competences in teaching Spanish as a foreign language
pràctiques externes,ca,100,external practices
pragmàtica cultural a l'aula d'espanyol com a llengua estrangera,ca,100,cultural grammar in the Spanish classroom as a foreign language
l'ensenyament de la pronunciació a l'aula d'espanyol com a llengua estrangera,ca,100,the teaching of pronunciation in the Spanish classroom as a foreign language
cf ii: fonaments de lingüística general i lingüística aplicada a l'ensenyament de llengües,ca,100,cf ii: fundamentals of general linguistics and linguistics applied to language teaching
complements formatius i: estudis de gramàtica avançada de l'espanyol,ca,100,formative completions and: advanced grammar studies of Spanish
l'ensenyament d'espanyol a immigrants,ca,100,the teaching of Spanish to immigrants
gestió de l'aula d'espanyol com a llengua estrangera,ca,100,Spanish classroom management as a foreign language
treball de fi de màster,ca,100,Final Masterwork
metodologia de l'ensenyament de llengües estrangeres,ca,100,the teaching method of foreign languages
espanyol per a finalitats específiques,ca,100,Spanish for specific purposes
l'ensenyament del lèxic a l'aula d'espanyol com a llengua estrangera,ca,100,the teaching of the lexicon in the Spanish classroom as a foreign language
la competència digital en la docència d'espanyol com a llengua estrangera,ca,100,the digital competence in teaching Spanish as a foreign language
gramàtica formal i gramàtica pedagògica en l'ensenyament d'espanyol com a llengua estrangera,ca,100,formal grammar and pedagogical grammar in the teaching of Spanish as a foreign language
la cultura a l'aula d'espanyol com a llengua estrangera,ca,100,culture in the Spanish classroom as a foreign language
metodologia de la recerca en espanyol com a llengua estrangera,ca,100,methodology of research in Spanish as a foreign language
aprenentatge i adquisició de llengües estrangeres,ca,100,learning and acquiring foreign languages
anàlisi i producció de materials didàctics,ca,100,analysis and production of didactic materials
el marc comú europeu de referència per a les llengües,ca,100,the European common framework of reference for languages
programació de cursos i unitats didàctiques d'espanyol com a llengua estrangera,ca,100,programming of courses and teaching units of Spanish as a foreign language
arqueologia i art de les cultures d'orient pròxim,ca,100,archaeology and art of nearby Eastern cultures
societat i cultura a l'edat mitjana,ca,100,society and culture in the Middle Ages
didàctica i socialització de la història i la història de l'art,ca,100,teaching and socialization of the history and history of art
taller interdisciplinari: viatge d'estudis a roma,ca,100,interdisciplinary workshop: study trip to Rome
societat i cultura a l'època contemporània,ca,100,society and culture in contemporary times
art contemporani,ca,100,contemporary art
arqueologia general,ca,100,general archaeology
museologia,ca,100,museology
arqueologia del paisatge i gis,ca,100,landscape archaeology and gis
"mercat, galeries i crítica d'art",ca,100,"market, galleries and art criticism"
estudis en el marc d'acords de mobilitat,ca,100,studies in the framework of mobility agreements
estudi de la ciutat històrica,ca,100,study of the historical city
arqueologia de la cultura material,ca,100,archaeology of material culture
arquitectura barroca,ca,100,Baroque architecture
recursos i gestió digital,ca,100,resources and digital management
les dones a l'edat mitjana i moderna,ca,100,women in the Middle and Modern Ages
excavació i registre arqueològic,ca,100,excavation and archaeological record
conservació i gestió del patrimoni artístic i arqueològic,ca,100,conservation and management of artistic and archaeological heritage
història de les idees estètiques,ca,100,the history of aesthetic ideas
"arts visuals: experiències, protagonistes i usos",ca,100,"visual arts: experiences, protagonists and uses"
"fotografia, cinema i patrimoni cultural",ca,100,"photography, cinema and cultural heritage"
arqueologia de l'arquitectura,ca,100,archaeology of architecture
opinió pública,ca,100,public opinion
ordenament jurídic i sistema polític,ca,100,legal order and political system
creació audiovisual i identitats,ca,100,audiovisual creation and identities
introducció a l'economia i a l'empresa,ca,100,introduction to economics and the company
teoria i tècnica del llenguatge audiovisual,ca,100,theory and technique of audiovisual language
disseny gràfic i multimèdia,ca,100,graphic and multimedia design
història de l'audiovisual,ca,100,audiovisual history
teoria i anàlisi cinematogràfica i televisiva,ca,100,theory and film and television analysis
gestió de continguts als mercats audiovisual i publicitari,ca,100,content management in the audiovisual and advertising markets
periodisme i crítica cultural,ca,100,periodism and cultural criticism
estàndard oral i escrit de la llengua (català),ca,100,oral and written standard of the language (Catalan)
corrents estètics contemporanis en comunicació,ca,100,contemporary aesthetic currents in communication
dret de la comunicació,ca,100,right of communication
infodisseny,ca,100,infodisseny
introducció a la psicologia,ca,100,introduction to psychology
tecnologia audiovisual i d'internet,ca,100,audiovisual and internet technology
comunicació i expressió oral,ca,100,communication and oral expression
fonaments de la comunicació publicitària i de les relacions públiques,ca,100,fundaments of advertising communication and public relations
narrativa i guió audiovisual,ca,100,narrative and audiovisual script
gèneres i formats audiovisuals,ca,100,genera and audiovisual formats
treball de fi de grau,ca,100,end-of-degree work
pràctiques acadèmiques externes,ca,100,external academic practices
estudis en el marc de convenis de mobilitat,ca,100,studies within the framework of mobility conventions
"globalització, cultura i societat",ca,100,"globalization, culture and society"
estructura i canvi social,ca,100,structure and social change
comunicació política,ca,100,political communication
direcció de fotografia,ca,100,direction of photography
estàndard oral i escrit de la llengua (castellà),ca,100,oral and written standard of the language (Spanish)
història i estructura de la comunicació,ca,100,history and structure of communication
producció audiovisual,ca,100,audiovisual production
expressió corporal i comunicació no verbal,ca,100,corporal expression and nonverbal communication
"gènere, sexualitats i comunicació",ca,100,"gender, sexuality and communication"
fotografia documental i publicitària,ca,100,documentary and advertising photography
postproducció d'imatge i so,ca,100,image and sound postproduction
teoria de la imatge,ca,100,theory of the image
producció de projectes multimèdia,ca,100,production of multimedia projects
història del món actual,ca,100,history of the current world
materials i tècniques per a l'ensenyament de la llengua anglesa,ca,100,materials and techniques for teaching the English language
treball de fi de màster,ca,100,Final Masterwork
aprenentatge integrat de continguts i llengües estrangeres (*aicle),ca,100,integrated learning of foreign content and languages (*aicle)
aprenentatge de la llengua assistit per ordinador (alao) i noves tecnologies en l'ensenyament de l/a,ca,100,learning the computer-assisted language (alao) and new technologies in teaching the language
gramàtica i lèxic a la classe de llengua anglesa,ca,100,grammar and lexicon to the English language class
metodologia de l'ensenyament de segones llengües,ca,100,the teaching method of second languages
anglès per a finalitats específiques,ca,100,English for specific purposes
pràctiques externes,ca,100,external practices
mètodes i eines de recerca en l'ensenyament de la llengua anglesa,ca,100,method and research tools in teaching the English language
pragmàtica a la classe de llengua anglesa,ca,100,pragmatic to the English language class
adquisició de segones llengües,ca,100,acquisition of second languages
la pronunciació a la classe de llengua anglesa,ca,100,the pronunciation in the English language class
cultura a la classe de llengua estrangera,ca,100,culture in the foreign language class
treball de fi de màster,ca,100,Final Masterwork
corrents teòrics i mètodes de l'anàlisi literària,ca,100,theoretic currents and methods of literary analysis
comunicació i transferència de la recerca,ca,100,communication and research transfer
"gestió, visibilitat i avaluació de la recerca",ca,100,"management, visibility and research evaluation"
treball de fi de màster,ca,100,Final Masterwork
pràctiques externes,ca,100,external practices
"democràcies, dictadures, feixismes i populismes a europa i amèrica al segle xx",ca,100,"democracy, dictatorships, fascisms and populisms in Europe and America in the 20th century"
mètodes d'investigació en lingüística aplicada,ca,100,research methods in applied linguistics
"art, política i societat",ca,100,"art, politics and society"
usos i funcions de la imatge,ca,100,uses and functions of the image
intercanvis culturals i influències artístiques,ca,100,cultural exchanges and artistic influences
sociabilitats i construccions de la ciutadania,ca,100,sociability and constructions of citizenship
variació i norma lingüística,ca,100,variation and linguistic norm
art sagrat i profà a l'edat mitjana,ca,100,sacred and profane art in the Middle Ages
l'estudi del text: de la creació a l'edició,ca,100,the study of text: from creation to editing
humanitats digitals i ciències humanístiques,ca,100,digital humanities and humanistic sciences
guerra i diplomàcia,ca,100,war and diplomacy
literatura i cultura: contextos i vigències,ca,100,literature and culture: contexts and eves
metodologia de la recerca en espanyol com a llengua estrangera,ca,100,methodology of research in Spanish as a foreign language
aprenentatge i adquisició de llengües estrangeres,ca,100,learning and acquiring foreign languages
models teòrics i formals en recerca lingüística,ca,100,theoretical and formal models in linguistic research
corrents filosòfics contemporanis,ca,100,contemporary philosophical currents
arqueologia de l'escriptura en època clàssica,ca,100,archaeology of writing in classical times
arqueologia dels rituals i del món funerari,ca,100,archaeology of rituals and the funerary world
corrents teòrics i mètodes de l'anàlisi literària,ca,100,theoretic currents and methods of literary analysis
comunicació i transferència de la recerca,ca,100,communication and research transfer
"gestió, visibilitat i avaluació de la recerca",ca,100,"management, visibility and research evaluation"
treball de fi de màster,ca,100,Final Masterwork
pràctiques externes,ca,100,external practices
"democràcies, dictadures, feixismes i populismes a europa i amèrica al segle xx",ca,100,"democracy, dictatorships, fascisms and populisms in Europe and America in the 20th century"
mètodes d'investigació en lingüística aplicada,ca,100,research methods in applied linguistics
"art, política i societat",ca,100,"art, politics and society"
usos i funcions de la imatge,ca,100,uses and functions of the image
intercanvis culturals i influències artístiques,ca,100,cultural exchanges and artistic influences
sociabilitats i construccions de la ciutadania,ca,100,sociability and constructions of citizenship
variació i norma lingüística,ca,100,variation and linguistic norm
art sagrat i profà a l'edat mitjana,ca,100,sacred and profane art in the Middle Ages
l'estudi del text: de la creació a l'edició,ca,100,the study of text: from creation to editing
humanitats digitals i ciències humanístiques,ca,100,digital humanities and humanistic sciences
guerra i diplomàcia,ca,100,war and diplomacy
literatura i cultura: contextos i vigències,ca,100,literature and culture: contexts and eves
metodologia de la recerca en espanyol com a llengua estrangera,ca,100,methodology of research in Spanish as a foreign language
aprenentatge i adquisició de llengües estrangeres,ca,100,learning and acquiring foreign languages
models teòrics i formals en recerca lingüística,ca,100,theoretical and formal models in linguistic research
corrents filosòfics contemporanis,ca,100,contemporary philosophical currents
arqueologia de l'escriptura en època clàssica,ca,100,archaeology of writing in classical times
arqueologia dels rituals i del món funerari,ca,100,archaeology of rituals and the funerary world
gèneres interpretatius en mitjans escrits i audiovisuals,ca,100,interpretative genres in written and audiovisual media
periodisme a internet,ca,100,periodism on the internet
"globalització, cultura i societat",ca,100,"globalization, culture and society"
llengua alemanya 2,ca,100,German language 2
literatura francesa,ca,100,French literature
llengua alemanya 3,ca,100,German language 3
llengua i societat,ca,100,language and society
el sistema de sons de l'anglès 1,ca,100,the sound system of English 1
llengua anglesa 6,ca,100,English language 6
taller d'expressió oral avançada,ca,100,Advanced oral expression workshop
introducció a la cultura dels països de parla anglesa,ca,100,introduction to the culture of English-speaking countries
gestió de la informació,ca,100,information management
comunicació escrita en català,ca,100,written communication in Catalan
destreses comunicatives: reading and writing 2,ca,100,destreses comunicatives: reading and writing 2
el sistema de sons de l'anglès 2,ca,100,the sound system of English 2
estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
comunicació escrita en espanyol,ca,100,communication written in Spanish
literatura,ca,100,literatura
llengua anglesa 5,ca,100,English language 5
l'anglès com a llengua estrangera,ca,100,English as a foreign language
estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
