original,detected_language,confidence,translated_text
dintre d'aquesta matèria es tractaran les temàtiques següents: evolució històrica de l'educació i les seves tendències actuals. models antropològics i socioculturals. models de família i la seva influència en educació. relacions de gènere interrelacionals. impacte social i educatiu dels mitjans de comunicació. educació i desenvolupament sostenible. multiculturalitat i interculturalitat. discriminació i inclusió social. educació per a la ciutadania.,ca,100,the following topics will be discussed: historical evolution of education and its current trends. anthropological and socio-cultural models. family models and their influence on education. social and educational impact of the media. education and sustainable development. multiculturalism and interculturality. discrimination and social inclusion. education for citizenship.
"en aquesta assignatura la docència de les classes teòriques es faran a distància i s’aprofitarà la presencialitat, en primer lloc, per reforçar els conceptes teòrics més complexos i, en segon lloc, per  dur a terme les classes més pràctiques.
aquesta assignatura pretén donar a conèixer què característiques defineixen i determinen el joc en l'educació física actual dins de l'educació primària, al mateix temps que ajutdar a comprendre els processos bàsics d'interacció i comunicació que es produeixen en el joc.
a partir de la pràctica es vol desenvolupar una capacitat crítica, d'anàlisi i aplicació sobre els diferents jocs plantejats, per poder elaborar variants que es puguin aplicar en diferents situacions.",ca,100,"in this subject, the teaching of the theoretical classes will be done at a distance and the use of face-to-face, firstly, to reinforce the more complex theoretical concepts and, secondly, to carry out the most practical classes.
this subject aims to publicize what characteristics define and determine the game in current physical education within primary education, while helping to understand the basic processes of interaction and communication that occur in the game.
from the practice, a critical capacity, analysis and application on the different games raised, was developed to develop variants that could be applied in different situations."
"this subject tries to be a place where the student can use the language.
this will be done through the task-based learning with content related to the
teaching and learning of english. so, the subject will have a first focus (the
language itself), but with also a second one (to familiarize with the teaching
and learning of english and the jargon of this process). anyway, this subject
is not the place to learn the language. we will use the language to learn how
to teach it, but the student should find a way (if she doesn't have the
language) to improve it on her own. 
an overall 6 or higher must be achieved in the exam to pass this subject. (you will receive a separate score for each exam and the average grade must be a 6 or higher)",en,100,"this subject tries to be a place where the student can use the language.
this will be done through the task-based learning with content related to the
teaching and learning of english. so, the subject will have a first focus (the
language itself), but with also a second one (to familiarize with the teaching
and learning of english and the jargon of this process. anyway, this subject
is not the place to learn the language. we will use the language to learn how
to teach it, but the student should find a way (if she doesn't have the
language) to improve it on her own.
an overall 6 or higher must be achieved in the exam to pass this subject. (you will receive a separate score for each exam and the average grade must be a 6 or higher)"
,,,Error in translation request
l’assignatura pretén: 1) descobrir les possibilitats de l'instrumentari orff a l'hora de treballar col·lectivament amb els infants;  2) explorar el món dels boomwackers i la seva aplicació didàctica a l'aula; 3) veure les eines d'aprenentatge que proporcionen els instruments de percussió petita.,ca,100,the subject aims to: 1) discover the possibilities of the orff instrumentary when working collectively with children; 2) explore the world of boomwackers and their didactic application in the classroom; 3) see the learning tools that provide small percussion instruments.
"aquesta assignatura optativa és una de les que s'integren en la menció en educació física. els temes que es tracten permetran a l'alumnat adquirir els coneixements específics per a poder impartir docència en educació física en l'etapa de primària.el plantejament dels seus continguts està orientat cap a l'organització i la gestió del departament d'educació física i tots els seus elements que el determinen, tant dins del centre educatiu com en el seu context.",ca,100,"this optional subject is one of those integrated into the mention in physical education. the topics discussed will allow students to acquire specific knowledge to be able to teach in physical education in the primary stage. their content is oriented towards the organization and management of the physical education department and all its elements that determine it, both within the educational center and in its context."
"en aquesta matèria es tractaran les temàtiques relacionades amb les bases fonamentals i històriques de l'educació, els elements que configuren l'acció educativa, les condicions institucionals que emmarquen la pràctica educativa, els models educatius i la seva evolució històrica, el sistema educatiu i els condicionants polítics i legislatius de l'activitat educativa en educació, la planificació dels processos d'ensenyament-aprenentatge, l'observació sistemàtica i l'anàlisi de contextos educatius i l'organització de l'espai escolar a l'aula.						
en aquesta
assignatura la docència es farà mitjançant amb classes inverses. és a dir, les
classes teòriques es faran a distància i s’aprofitarà la presencialitat, en
primer lloc, per reforçar els conceptes teòrics més complexos i, en segon lloc,
per  dur a terme les classes més pràctiques.",ca,100,"in this area, the topics related to the fundamental and historical bases of education will be discussed, the elements that make up educational action, the institutional conditions that frame educational practice, educational models and their historical evolution, the educational system and the political and legislative conditioning of educational activity in education, the planning of teaching-learning processes, systematic observation and the analysis of educational contexts and the organization of school space in the classroom.
this
subject teaching will be done through inverse classes. i.e., the
theoretical classes will be held at a distance and take advantage of face-to-face, in which
first, to reinforce the more complex theoretical concepts and secondly,
to carry out the most practical classes."
"en el pla d’estudis del nou grau d’educació primària, es considera el pràcticum com l’activitat en la qual l’estudiant s’implica en el camp professional i aprofundeix en la pràctica reflexiva i en l’aprenentatge autònom.

durant el període en què es desenvolupa el pràcticum, es potencia la col•laboració entre la facultat, els centres i les institucions on es duu a terme, la qual cosa permet aconseguir una millora de la qualitat dels processos educatius que hi tenen lloc.

el pràcticum és l’espai i el procés en què es despleguen i es treballen les competències dels futurs mestres i les futures mestres. és el lloc on han de reflexionar sobre allò que fan d’una manera crítica, amb la finalitat de realitzar una construcció compartida i col•laborativa del coneixement.

el pràcticum és un element fonamental i insubstituïble en la formació inicial dels mestres. suposa la immersió de l’estudiant en centres educatius amb la finalitat de conèixer-los directament, integrar els coneixements teòrics i pràctics en contextos reals, iniciar-se en la pràctica professional i adquirir criteris propis.

la intenció del pràcticum és afavorir que la socialització inicial de l’estudiant del grau d’educació primària en les seves tasques professionals es faci en contextos que l’ajudin a desenvolupar l’autonomia de pensament i actuació, la capacitat crítica i el treball en equip.

el pràcticum és un procés de col•laboració entre professorat i estudiants de la facultat i el cos de mestres dels centres, amb la finalitat que els futurs mestres comprenguin els processos d’ensenyament-aprenentatge i la dinàmica de la vida escolar, permeten a l’alumnat confirmar la seva vocació i capacitat per fer de mestre o mestra i prendre consciència dels seus punts forts i febles.
la finalitat del pràcticum del grau d’educació primària és integrar els coneixements teoricopràctics i professionals i adequar-los a les necessitats socials actuals afavorint la col•laboració entre la facultat i els centres educatius; adquirir, al mateix temps, un coneixement pràctic de l’aula i de la seva gestió, un coneixement i aplicació dels processos d’interacció i comunicació a l’aula i un domini de les habilitats, tècniques, actituds i hàbits necessaris per fomentar un clima d’aula que faciliti l’aprenentatge i la convivència, i controlar i fer el seguiment dels procés educatiu d’ensenyament-aprenentatge, actuant i reflexionant des de la pràctica.

per poder matricular aquesta assignatura l'alumne ha de tenir superats un mínim de 120 ects de l'ensenyament.",ca,100,"in the study plan of the new grade of primary education, it is considered the practicalum as the activity in which the student is involved in the professional field and deepens in reflexive practice and autonomous learning.

during the period in which the practicalum is developed, collaboration between the faculty, the centers and the institutions where it is carried out is enhanced, which allows the quality of the educational processes that take place.

the practicalum is the space and process in which the powers of future teachers and future teachers are deployed and worked. it is the place where they must reflect on what they do in a critical way, in order to make a shared and collaborative construction of knowledge.

the practicalum is a fundamental and irreplaceable element in the initial training of teachers. it involves the immersion of the student in educational centers in order to know them directly, integrate the theoretical and practical knowledge in real contexts, start in professional practice and acquire its own criteria.

the intention of the practicalum is to encourage the initial socialization of the student of the degree of primary education in their professional tasks to be done in contexts that help him develop the autonomy of thought and performance, critical capacity and teamwork.

el pràcticum is a process of collaboration between faculty and faculty students and the teachers' body of the centers, in order for future teachers to understand the teaching-learning processes and the dynamics of school life, allow students to confirm their vocation and ability to make teacher or teacher and become aware of their strong and weak points.
the purpose of the practicalum of the degree of primary education is to integrate theoretical and professional knowledge and adapt them to current social needs by favoring the collaboration between the faculty and the educational centers; to acquire, at the same time, a practical knowledge of the classroom and its management, a knowledge and application of the processes of interaction and communication in the classroom and a mastery of the skills, techniques, attitudes and habits necessary to promote a classroom climate that facilitates learning and coexistence, and to control and track the educational process of learning, acting and reflecting from practice.

to enroll this subject, the student must have exceeded a minimum of 120 ects of teaching."
"donat que els alumnes en cursar l’assignatura ja hauran realitzat el seu practicum i, s’analitzaran els principals continguts del procés d’ensenyament-aprenentatge de la llengua anglesa, tenint en compte l’experiència assolida en el practicum.
igualment s’adquiriran coneixements dels principis fonamentals (metodologies) d’ensenyament de la llengua anglesa, així com tècniques i activitats  per aplicar a l’aula.",ca,100,"since students in the course will have already carried out their practice and, the main contents of the teaching-learning process of the english language will be analyzed, taking into account the experience achieved in practicum.
they will also acquire knowledge of the fundamental principles (metodologies) of teaching the english language, as well as techniques and activities to apply to the classroom."
"-adquirir un coneixement aprofundit de la situació actual de l'ensenyament de les llengües a les escoles. -conèixer el disseny curricular de llengua i literatura en educació primària. -preparar el futur mestre en el coneixement i el domini de l'ensenyament i l'aprenentatge de la lectura i l'escriptura. -dominar els recursos, materials i metodologia per treballar adequadament la llengua a l'escola en l'educació primària.
						-conèixer la lij i el seu desenvolupament a les aules.-tenir eines per fer guies lectores.-conèixer i identificar els trets característics de la biblioteca d'aula i de centre.",ca,100,"- acquire a deep knowledge of the current situation of teaching languages in schools. -knowing the curriculum design of language and literature in primary education. -preparing the future teacher in the knowledge and mastery of teaching and learning reading and writing. -domining resources, materials and methodology to properly work language in primary education.
-knowing the lij and its development in classrooms.-have tools to make reading guides.-knowing and identifying the characteristic features of the classroom and center library."
es pretén consolidar els coneixements de matemàtica elemental necessaris per a l'ensenyament de les matemàtiques a l'educació primària i adquirir eines bàsiques de didàctica del càlcul.,ca,100,it aims to consolidate the knowledge of elementary mathematics necessary for the teaching of mathematics in primary education and acquire basic tools of calculus teaching.
"aquesta matèria aporta una mirada psicològica a l’anàlisi i estudi dels processos educatius. introdueix a l’estudiant en els processos psicològics bàsics, i en la  psicologia del desenvolupament i de l’educació. aborda els processos de canvi  que es produeixen en els nens en l’etapa d’educació infantil i primària en relació al desenvolupament motor, lingüístic, cognitiu i socioafectiu. finalment analitza els factors psicològics de naturalesa personal, interpersonal i contextual implicats en l’aprenentatge escolar, i els vinculats als continguts escolars en particular..",ca,100,"this subject gives a psychological look at the analysis and study of educational processes. he introduces the student to basic psychological processes, and to the psychology of development and education. it addresses the processes of change that occur in children in the stage of children's and primary education in relation to motor, linguistic, cognitive and socio-affective development. it finally analyzes the psychological factors of personal, interpersonal and contextual nature involved in school learning, and those linked to school content in particular. ."
"-adquirir un coneixement aprofundit de la situació actual de l'ensenyament de les llengües a les escoles.-conèixer el disseny curricular de llengua i literatura en educació primària. -preparar el futur mestre en el coneixement i el domini de l'ensenyament i l'aprenentatge de la lectura i l'escriptura. -dominar els recursos, materials i metodologia per treballar adequadament la llengua a l'escola en l'educació primària.",ca,100,"- acquire a deep knowledge of the current situation of teaching languages in schools.-know the curriculum design of language and literature in primary education. -preparing the future teacher in the knowledge and mastery of teaching and learning reading and writing. -domining resources, materials and methodology to properly work language in primary education."
"aquesta assignatura tracta de la didàctica del llenguatge numèric al llarg de la primària. els alumnes han de ser capaços de dissenyar i valorar activitats d'aprenentatge de càlcul, resolució de problemes i nocions bàsiques d'aritmètica. també es tractarà la didàctica del bloc d'estadística i atzar al llarg de la primària.",ca,100,"this subject deals with teaching numerical language throughout the primary. students must be able to design and evaluate calculus learning activities, problem solving and basic notions of arithmetic. the teaching of the statistics and random block will also be discussed throughout the primary."
l'assignatura pretén activar en els futurs professionals de primària una visió àmplia de com tractar les diverses disciplines socials a les aules de primària a través de l'ensenyament-aprenentatge cooperatiu.,ca,100,the subject aims to activate in future primary professionals a broad view of how to treat the various social disciplines in primary classrooms through cooperative teaching-learning.
,,,Error in translation request
"a la matèria d'habilitats comunicatives es tenen en compte aspectes que fan referència a les habilitats i estratègies de comunicació, als processos d’interacció i comunicació educativa, a les habilitats comunicatives aplicades a l'acció tutorial i la gestió de conflictes al centre educatiu, a l'anàlisi educatiu dels mass media i a l'alfabetització multimodal. la llengua de docència serà el català, excepte al mòdul d'habilitats orals.",ca,100,"comunicatives skills are taken into account aspects that refer to communication skills and strategies, interaction and educational communication processes, communication skills applied to tutorial action and conflict management in the educational center, mass media education analysis and multimodal literacy. the teaching language will be catalan, except in the module of oral skills."
aquesta assignatura és una continuació de la cursada amb anterioritat ( ensenyament i aprenentatge de les matemàtiques ii). està dedicada a:- reflexionar i elaborar propostes didàctiques per treballar els blocs curriculars: mesura i geometria. - la resolució de problemes geomètrics i de mesura.,ca,100,this subject is a continuation of the previous course (teaching and learning of ii mathematics). it is dedicated to:- to reflect and elaborate didactic proposals to work the curriculum blocks: measure and geometry. - the resolution of geometric and measure problems.
,,,Error in translation request
aquesta assignatura està formada per diferents blocs temàtics que permetran a l’alumnat del grau d’educació primària adquirir els coneixements bàsics per a poder impartir docència en educació física.,ca,100,this subject consists of different thematic blocks that allow students of the degree of primary education to acquire basic knowledge to teach in physical education.
,,,Error in translation request
"la pràctica d’exercici físic amb la finalitat de millorar la salut cada vegada constitueix una part més important de l’estil de vida actual. aquesta assignatura tracta de donar diferents tendències en el tractament de problemes de salut actual per tal de prevenir-los i de millorar la salut, creient que aquesta activitat física és una eina clau per a la promoció i l’educació per a la salut i dels estils de vida saludables.",ca,100,"the practice of physical exercise in order to improve health increasingly constitutes a more important part of the current lifestyle. this subject tries to give different trends in the treatment of current health problems in order to prevent and improve health, believing that this physical activity is a key tool for promoting and educating health and healthy lifestyles."
l'assignatura pretén: 1) veure les possibilitats didàctiques que ofereixen les cantates i contes musicats; 2) musicar un conte per a un cicle determinat de primària.,ca,100,the subject is intended to: 1) see the didactic possibilities offered by music cantatas and tales; 2) music a tale for a particular primary cycle.
"- adquirir coneixements sobre els processos i les teories d'aprenentatge de llengües (l1 i l2).- l'ensenyament de les llengües a les escoles. - conèixer els diferents aspectes que engloben el fet d'aprendre una llengua i com treballar-los a l'aula de primària. - preparar el futur mestre en el coneixement i el domini de l'ensenyament i l'aprenentatge de la lectura i l'escriptura. - analitzar els diferents recursos, materials i metodologia existents per treballar les llengües.",ca,100,"- acquire knowledge about language learning processes and theories (l1 and l2).- teaching languages in schools. - to know the different aspects of learning a language and how to work them in the primary classroom. - prepare the future teacher in the knowledge and mastery of teaching and learning reading and writing. - analyze the different resources, materials and methodology existing to work languages."
"l'assignatura pretén introduir l'alumne en els coneixements bàsics que són propis de les disciplines de les ciències experimentals (física, química, biologia i geologia), coneixements que es necessiten per tal de poder treballar eficaçment l'aspecte didàctic de les ciències experimentals a l'educació primària.",ca,100,"the subject aims to introduce the student into the basic knowledge that are typical of the disciplines of the experimental sciences (physics, chemistry, biology and geology), knowledge that are needed to be able to work effectively the didactic aspect of the experimental sciences in primary education."
"el treball de fi de grau (tfg) s’ha d’entendre com un mòdul o matèria de caràcter globalitzador orientat a la integració de les competències associades al títol. per tant, té com a finalitat afavorir que l’estudiant consolidi el marc competencial recollit a les directrius dels nous graus d’educació (ordres eci/3854/2007 i eci/3857/2007). situat al final de la titulació, el tfg té com a objectius garantir l’assoliment de les competències professionalitzadores del futur mestre/a i palesar la capacitat d’autoregulació conreada al llarg de la formació, així com conscienciar l’estudiant sobre les pròpies necessitats enfocades a la pràctica docent. per aquesta raó, el tfg ha de ser fruit de planificacions acurades, de presa de decisions estratègiques, d'avaluació constant dels corresponents processos i de l'aprofitament dels intercanvis mantinguts amb els tutors responsables. més específicament, el tfg consisteix en el desenvolupament d’un projecte de recerca, anàlisi o planificació educativa orientats a la millora de la pràctica escolar, amb una vinculació preferentment directa amb el pràcticum ii sota la direcció d’un professorat tutor. aquest projecte, d’acord amb el pla d’estudis vigent, és de naturalesa obligatòria, compta amb una càrrega lectiva de 9 crèdits ects i per a matricular-lo cal tenir assolits 168 crèdits. es pot realitzar en anglès com a forma de certificar la competència c1. com en el cas de les pràctiques, el tfg és d'una única convocatòria. a la web de la fecp, http://www.fcep.urv.cat/ es troba la normativa o guia del tfg dels graus d'educació infantil i primària, on hi consten totes les informacions relatives a àmbits de treball del tfg, assignació de tutors, així com es concreten les informacions d'aquesta guia docent.",ca,100,"final degree work (tfg) should be understood as a module or matter of a globalizing character aimed at the integration of the powers associated with the title. therefore, it is intended to encourage the student to consolidate the competence framework collected in the guidelines of the new degrees of education (orders eci/3854/2007 and eci/3857/2007). located at the end of the degree, the tfg aims to ensure the achievement of the professional competences of the future teacher and to paleate the capacity of self-regulation cultivated throughout the training, as well as to raise awareness of the student's own needs focused on teaching practice. for this reason, tfg must be the result of careful planning, strategic decision-making, constant evaluation of the corresponding processes and the use of exchanges maintained with responsible tutors. more specifically, tfg consists of the development of an educational research, analysis or planning project aimed at improving school practice, with a preferentially direct link with the practicalum and under the direction of a tutor teacher. this project, according to the current curriculum, is of obligatory nature, has a collective charge of 9 credits ects and to enroll it must have 168 credits. it can be done in english as a way to certify competition c1. as in the case of practices, tfg is of a single call. on the site of the fecp, http://www.fcep.urv.cat/ is the rules or guide of tfg of the grades of children's and primary education, where all information relating to working areas of tfg, allocation of tutors, as well as the information of this teaching guide."
conèixer la diversitat i les necessitats educatives de l'alumnat. conèixer les manifestacions dels trastorns del desenvolupament i dificultats d'aprenentatge per poder detectar les necessitats a l'aula i saber intervenir i coordinar amb els altres professionals,ca,100,to know the diversity and educational needs of students. to know the manifestations of developmental disorders and learning difficulties in order to detect the needs in the classroom and know how to intervene and coordinate with other professionals
"l'assignatura pretén que l'alumne sigui capaç d'identificar, implementar i dissenyar activitats educatives en l'àmbit de les stem, seguint la metodologia de l'aprenentatge basat en la indagació i el procés de disseny en enginyeria.",ca,100,"the subject aims to be able to identify, implement and design educational activities in the field of stems, following the methodology of learning based on inquiry and the design process in engineering."
aquesta assignatura foma part del grup d'assignatures de la menció d'educació física. està formada per diferents temes relacionats amb les activitats que es poden desenvolupar en horari extraescolar.,ca,100,this subject is part of the group of subjects mentioned in physical education. it consists of different topics related to the activities that can be developed during extracurricular hours.
aquesta assignatura foma part del grup d'assignatures de la menció d'educació física. està formada per diferents temes relacionats amb l'esport educatiu i permetran a l’alumnat conèixer diferents esports i la seva aplicació en l'etapa d’educació primària,ca,100,this subject is part of the group of subjects mentioned in physical education. it consists of different topics related to educational sport and will allow students to know different sports and their application in the primary education stage
"l’assignatura pretén: 1) aprendre repertori dansístic adequat a l'edat dels infants, tant a nivell de formació com de didàctica; 2) desenvolupar l'expressió corporal des del vessant musical; 3) adquirir recursos per l'aula i desenvolpuar el coneixement  i la reflexió per a la recerca dansística.",ca,100,"the subject aims to: 1) learn dance repertoire appropriate to the age of children, both training and teaching; 2) develop body expression from the musical side; 3) acquire resources for the classroom and develop knowledge and reflection for dance research."
,,,Error in translation request
"l'assignatura pretén que l'alumne entengui i validi la potencialitat de les ciències socials a educació primària. es buscarà que la part pràctica doni suport a la base teòrica, en format de vasos comunicants. es treballarà particularment l'aprenentatge cooperatiu.",ca,100,"the subject aims to enable the student to understand and validate the potential of social sciences in primary education. the practical part will be sought to support the theoretical basis, in the form of communication vessels. cooperative learning will be particularly worked."
"s'analitzaran les necessitats específiques de l'alumnat amb diferents capacitats intel·lectuals a l'etapa de primària i s'aportaran programes, recursos i materials per a la intervenció educativa",ca,100,"the specific needs of students with different intellectual abilities will be analyzed in the primary stage and programs, resources and materials will be provided for educational intervention"
"la pràctica d’exercici físic amb la finalitat de millorar la salut cada vegada constitueix una part més important de l’estil de vida actual. aquesta assignatura tracta d’analitzar i estudiar les relacions entre l’activitat física i la millora de la salut, creient que aquesta activitat física és una eina clau per a la promoció i l’educació per a la salut, en definitiva per modificar conductes personals, a diferents edats i en diferents situacions de la seva vida, tant a nivell individual com a col.lectiu, amb un objectiu de millorar de la qualitat de vida.
pretenem entrendre la tasca del mestre com agent promotor de salut en el conjunt de la comunitat educativa.",ca,100,"the practice of physical exercise in order to improve health increasingly constitutes a more important part of the current lifestyle. this subject tries to analyze and study the relationships between physical activity and health improvement, believing that physical activity is a key tool for health promotion and education, in short to modify personal behaviors, at different ages and in different situations of his life, both individually and collectively, with a goal of improving the quality of life.
we intend to train the teacher's work as a health promoter in the educational community."
aquesta matèria ofereix una visió dels recursos amb els quals compta l'escola des de l'òptica de la inclusió educativa per atendre l'alumnat a l'etapa d'educació primària.,ca,100,this subject offers a vision of the resources that the school has from the optics of educational inclusion to attend students to the primary education stage.
"this subject will continue with the task started the previous year. we will try to work on practicing the language (with a clear emphasis to the oral part). we will continue using task-based learning and we will continue using content related to the teaching and learning of english. thus, the subject will continue having a dual focus: firstly and most important, the language; secondly: getting deeper into content related to the teaching and language of english and its jargon. 						an overall 6 or higher must be achieved in the exam to pass this subject. (you will receive a separate score for each exam and the average grade must be a 6 or higher)it is highly advisable to have passed ciule i to enrol on this course.",en,100,"this subject will continue with the task started the previous year. we will try to work on practicing the language (with a clear emphasis to the oral part). we will continue using task-based learning and we will continue using content related to the teaching and learning of english. thus, the subject will continue having a dual focus: firstly and most important, the language; secondly: getting deeper into content related to the teaching and language of english and its jargon. an overall 6 or higher must be achieved in the exam to pass this subject. (you will receive a separate score for each exam and the average grade must be a 6 or higher)it is highly advisable to have passed ciule and to enrol on this course."
aquesta assignatura està formada per diferents blocs temàtics que permetran a l’alumnat del grau d’educació primària adquirir els coneixements específics per a poder impartir docència en educació física.,ca,100,this subject consists of different thematic blocks that allow students of the degree of primary education to acquire specific knowledge to teach in physical education.
"aprenem i creixem escoltant  i  els sorolls, els sons, el silenci i les músiques que arriben a les nostres orelles ens poden explicar, a la vegada, la història de la música i altres  històries. aquesta assignatura va adreçada als que vulguin iniciar nenes i nens en el món de l'audició. treballarem des de l'experimentació i la creació però, a la vegada, mirarem d'assolir com a futurs i futures mestres, unes coordenades bàsiques de coneixements que ens permetin elaborar un itinerari d'audició que permeti bastir els fonaments de la formació, aplicats a l'escola infantil i primària.",ca,100,"we learn and grow listening and the noises, sounds, silence and music that reach our ears can tell us, at the same time, the history of music and other stories. this subject is aimed at those who want to start girls and children in the world of hearing. we will work from experimentation and creation but, at the same time, we will try to reach as future and future teachers, basic coordinates of knowledge that allow us to develop an audition itinerary that allows us to build the foundations of training, applied to children's and primary school."
"entendre el llenguatge com a activitat pròpia del procés educatiu, identificar els elements que influeixen en les situacions comunicatives i intervenen com professionals",ca,100,"understanding language as an activity of the educational process, identifying the elements influencing situations and acting as professionals"
"l’assignatura se centra en l’estudi de l’adquisició de la lectura i l’escriptura i les dificultats en el seu aprenentatge. es proporcionen els recursos adients per a identificar i avaluar  aquestes dificultats en l'etapa d'educació primària i, s'aporten propostes concretes per a la intervenció específica en aquest camp.",ca,100,the subject focuses on the study of the acquisition of reading and writing and the difficulties in their learning. they provide the appropriate resources to identify and evaluate these difficulties in the primary education stage and provide concrete proposals for specific intervention in this field.
"estadística en ciències del comportament i és una introducció a les tècniques estadístiques més habituals que es fan servir en l'àmbit de les ciències del comportament. al presentar aquestes tècniques es dóna més importància als aspectes de fonamentació lògica, interpretació i aplicació que al formalisme matemàtic. es pretén donar a l'estudiant una base que li permeti resoldre les situacions més habituals amb que es pot trobar fent recerca.",ca,100,"statistics in behavioral sciences and is an introduction to the most common statistical techniques used in the field of behavioral sciences. by presenting these techniques it gives more importance to aspects of logical foundation, interpretation and application than to mathematical formalism. it is intended to give the student a base that allows him to solve the most common situations with which he can find himself doing research."
"l'assignatura pretén servir d'introducció a les tècniques d'inferència estadística, especialment a l'anàlisi de la variància i les proves associades. d'aquesta manera es complementen els coneixements assolits en l'assignatura estadística en les ciències del comportament i i s'estableixen els coneixements d'anàlisi de dades bàsics per les futures assignatures de l'àrea.",ca,100,"the subject aims to serve as an introduction to statistical inference techniques, especially in the analysis of variance and associated tests. in this way, the knowledge reached in the statistical subject in the behavioral sciences is complemented and the knowledge of basic data analysis is established for future subjects in the area."
"la psicologia social
aplicada s'ocupa de la manera en què podem utilitzar els conceptes, mètodes i
resultats de la psicologia social per reflexionar i resoldre els problemes
socials. pel que suposa un pas entre la teoria psicosocial i la realitat, amb
l'objectiu de la millora dels individus i de la societat en els diferents
àmbits de la vida.

l'assignatura
contribueix a l'articulació conceptual entre la psicologia social bàsica,
l'aplicació i la intervenció psicosocial; introdueix les aplicacions en àmbits
bàsics, com l'activitat jurídica, el consumisme, la salut, l'esport, etc. al
llarg de tot el temari, quedaran patents les possibilitats de desenvolupament i
la rellevància que la psicologia social té i els recursos que ofereix per a la
millora de l'benestar.",ca,100,"social psychology
applied deals with the way we can use concepts, methods and
results of social psychology to reflect and solve problems
social. what is a step between psychosocial theory and reality, with
the aim of improving individuals and society in different countries
areas of life.

the subject
contributes to the conceptual articulation between basic social psychology,
the application and psychosocial intervention; introduces applications in areas
basic, such as legal activity, consumerism, health, sport, etc.
the possibilities of development and
the relevance that social psychology has and the resources it offers for
improved well-being."
"l 'assignatura vol aportar una visió global del que implica una intervenció psicosocial, les teories de referència i principalment donar les eines i coneixements necessaris per al disseny i implantació d'un pla d'intervenció tant a nivell organitzatiu com comunitari.",ca,100,"the subject aims to provide a global vision of what involves psychosocial intervention, reference theories and primarily to give the necessary tools and knowledge for the design and implementation of an intervention plan both organizational and community."
"1.-les classes s'impartiran en català i catellà, indistintament.
2.-l'assignatura permet a l'estudiant integrar els continguts bàsics (teòrics
i pràctics) de la psicologia dels recursos humans , mitjançant l'aprenentatge per recepció(continguts exposats pel professor oralment amb transparències) i
l'aprenentatge per descobriment  (participació activa de l'alumne/a l'aula).
3.-tanmateix, permet practicar i dominar  alguns  mètodes  de recerca  en
l'àmbit  de la psicologia dles recursos humans. les pràctiques dissenyades permeten aplicar els coneixements adquirits per tal de facilitar el diagnòstic i la intervenció  professional.
4.-endemés, es contribueix a possibilitar la socialització   laboral  i
organitzacional, tot informant sobre els valors socials i laborals dominants,
en el moment actual, que possibiliten  una  adequada  integració  en  el
mercat  laboral.",ca,100,"1.- classes will be taught in catalan and catalan, indistinctly.
2.-the subject allows the student to integrate the basic contents (theoretics)
and practical) of the psychology of human resources, through learning by reception (contents exposed by the teacher orally with transparencies) and
learning by discovery (active participation of the pupil/in the classroom).
3.-altogether, it allows to practice and master some research methods in
the field of human resource psychology. designed practices allow the knowledge acquired to be applied to facilitate diagnosis and professional intervention.
4.-in addition, it contributes to enable labour socialization and
organizational, reporting on the dominant social and labour values,
at the present time, which enable adequate integration in the field
labor market."
psicobiologia de l'estrès és una assignatura optativa pensada per dotar al alumnat d'uns coneixements profunds sobre la fenomenologia de l'estrès i les seves bases psicobiològiques. entendrem com l'estrès està relacionat amb la malaltia (no només psicològica) i quins són els mecanismes que expliquen aquesta relació. a nivell pràctic l'alumnat podrà aprendre estratègies per fer front a l'estrès a través de pràctiques relacionades a les psicoteràpies de tercera generació.,ca,100,stress psychobiology is an optional subject designed to give students a deep knowledge of stress phenomenology and their psychobiological bases. we will understand how stress is related to disease (not just psychological) and what are the mechanisms that explain this relationship. students can learn strategies to cope with stress through practices related to third-generation psychotherapies.
"es pretén abordar la psicologia experimental com l'estudi de la metodologia científica en general i dels mètodes d'experimentació en particular, així com la seva aplicació en els diferents àmbits d'investigació en psicologia. a més a més l'assignatura pretén que el alumne assoleixi els coneixements necessaris per l'anàlisi de dades provinents d'experiments.",ca,100,"it is intended to address experimental psychology as the study of scientific methodology in general and the methods of experimentation in particular, as well as its application in different areas of research in psychology. in addition, the subject aims to enable the student to achieve the necessary knowledge for the analysis of data from experiments."
"en aquesta assignatura farem un recorregut per diverses dificultats d'aprenentatge que inclouen: dificultats en l'àmbit lingüístic, lectura, escriptura, matemàtiques i tdah entre d'altres. en coneixerem les principals característiques així com també la seva intervenció. es treballaran diversos casos pràctics.",ca,100,"in this subject we will make a journey through various learning difficulties that include: difficulties in the field of linguistics, reading, writing, mathematics and tdah among others. several practical cases will be worked."
en aquesta assignatura es donaran a conèixer les tècniques cognitiu conductuals de tercera generació des de l'àmbit de la psicologia clínica. l'objectiu és familiaritzar-se amb aquelles tècniques més actuals basades en la seva efectiviat a la vegada que veiem com poden conviure amb altres de caire més clàssic.,ca,100,"in this subject, third-generation behavioral cognitive techniques will be introduced from the field of clinical psychology. the goal is to become familiar with those most current techniques based on their effectiveness while seeing how they can coexist with others more classic in nature."
,,,Error in translation request
