web-scraper-order,web-scraper-start-url,description,contents
"1740067196-220","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/117621/guia_docent","Aquesta assignatura ofereix una exploració profunda dels principis i pràctiques fonamentals del màrqueting. L'assignatura està dissenyada per oferir tant coneixements teòrics com habilitats pràctiques, preparant els estudiants per als desafiaments reals del màrqueting en un entorn empresarial. A través d'estudis de cas, projectes i sessions interactives, els estudiants obtindran una comprensió completa dels principis del màrqueting.","Una Vida de Màrqueting: una exploració de l'omnipresència del màrqueting a la vida contemporàniaUbiqüitat del màrquetingLa colonització de totDemocràcia, capitalisme i màrquetingHistòria i evolució del màrquetingHistòria del màrqueting a través de 'The Century of the Self' (persuasió massiva i enginyeria del consentiment)Gestió de màrqueting: La disciplinaUna disciplina de gestióUna disciplina acadèmicaEl màrqueting com a professióEl màrqueting com a procés de negociMàrqueting estratègicLes eines i tècniques de màrqueting estratègic i planificació estratègica, tal com es pensen a les escoles de negocis d'arreu del mónMàrqueting creatiuExplorant el vincle entre la creativitat i l'èxit en el màrquetingL'entorn de màrquetingEl model d'entorn de màrquetingProblemes actuals i tendències en el macroentornInvestigació de màrqueting i privadesaUna introducció a la investigació de màrquetingTècniques d'investigació de màrqueting quantitatives i qualitativesInvestigació de màrqueting i privadesaEl consumidorComportament del consumidorTeoria de la cultura de consumFabricació de la demanda: SegmentacióUna introducció a l'elecció del consumidor i a les tècniques de segmentació del mercat'Sigues diferent'. PosicionamentIntroducció al posicionament en el mercat i la USP - Proposta de Venda Única"
"1740067201-221","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116877/guia_docent","L’assignatura Principis d’Economia Aplicada ofereix una visió que combina teoria i pràctica per tal d’entendre les característiques, macromagnituds i importància de l’activitat econòmica.Concretament, es presenten els principals trets que caracteritzen les economies modernes, tant pel que fa als sectors d’activitat en què aquestes s’estructuren, com a les institucions que les regeixen. Cal destacar que l’enfocament de l’assignatura és eminentment pràctic, ja que al marge de la caracterització teòrica de cadascun dels temes, els alumnes utilitzen una part important del temps de treball en buscar informació econòmica, processar-la i confeccionar treballs i exercicis.","TEMA 1.- COMPTABILITAT NACIONAL: ACTIVITAT ECONÒMICA	TEMA 2.- ANÀLISI SECTORIAL D’UNA ECONOMIA	TEMA 3.- PREUS, MERCAT LABORAL I SECTOR PÚBLIC	TEMA 4.- INDICADORS SOCIOECONÒMICS	TEMA 5.- LA BALANÇA DE PAGAMENTS"
"1740067207-222","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116967/guia_docent","Introducció als conceptes d'empresa i empresari. Aproximació a les àrees funcionals: conceptes i mètodes inicials. Ubicar l'empresa en un entorn on la competitivitat és determinant a l'hora de prendre decisions.","TEMA 1. L'EMPRESA I L'EMPRESARI

1.1. La naturalesa de l'empresa

1.2. Classes d'empreses

1.3. La creació d'empreses

TEMA 2. LA FUNCIÓ D'ADMINISTRACIÓ

2.1. El procés administratiu

2.2. La funció de planificació

2.3. La funció d'organització

2.4. La funció de direcció

2.5. La funció de control

TEMA 3. LA FUNCIÓ D'OPERACIONS

3.1. El sistema de producció en
l'empresa

3.2. Els objectius de la funció d'operacions

3.3. Les decisions estratègiques de producció

3.4. Les decisions tàctiques de
producció

TEMA 4. LA FUNCIÓ COMERCIAL

4.1. La direcció de màrqueting

4.2. L'anàlisi del mercat

4.3. Les variables comercials estratègiques

4.4. Les variables comercials tàctiques

TEMA 5. LA FUNCIÓ FINANCERA

5.1. El sistema financer

5.2. La funció financera

5.3. Decisions d'inversió

5.4. Decisions de finançament

TEMA 6. L'ENTORN EMPRESARIAL

6.1. La naturalesa de
l'entorn

6.2. L'anàlisi de l'entorn general

6.3. L'anàlisi de l'entorn específic

6.4. La direcció estratègica

6.5. Els grups d'interès

6.6. La responsabilitat social corporativa"
"1740067213-223","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116899/guia_docent","Desenvolupament d'eines matemàtiques d'optimització per a la presa de decisions quantitatives.","Tema 1. Formes quadràtiques1.1 Formes quadràtiques
1.2 Classificació de formes quadràtiques
Tema 2. Funcions de vàries variables2.1 Continuïtat de funcions
2.2 Càlcul de derivades parcials
2.3 Elasticitat parcial
Tema 3. Optimització sense restriccions3.1 Descripció del problema
3.2 Condicions d'optimalitat
Tema 4. Optimització amb restriccions d'igualtat4.1 Descripció del problema
4.2 Condicions d'optimalitat
4.3 Anàlisi de sensibilitat
Tema 5. Optimització lineal5.1 Descripció del problema. Interpretació gràfica
5.2 Optimització lineal: algorisme símplex
5.3 Anàlisi de sensibilitat
Tema 6. Successions i sèries de nombres reals6.1 Successions de nombres reals
6.2 Sèries de nombres reals
6.3 Sèrie geomètrica"
"1740067219-224","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116796/guia_docent","La macroeconomia planteja l'estudi del funcionament de l'economia d'un país i dels efectes de la política econòmica. Els estudiants han d'aprendre a analitzar l'economia real utilitzant les eines i els models presentats durant el curs. La formació rebuda en aquesta assignatura serveix per seguir la informació econòmica en els mitjans de comunicació, per contextualitzar i entendre les qüestions bàsiques de la conjuntura econòmica i per valorar les diferents opcions en els debats de política macroeconòmica.","1. Introducció El creixement econòmicEl paper de l'Estat 2. Les polítiques de demanda La política fiscalLa política monetàriaLa política canviària 3. Les polítiques d'oferta Els shocks d'oferta Les crítiques a les polítiques de demanda 4. El món del segle XXIL'Europa de l'euroLa crisi de 2008 La crisi del Covid"
"1740067225-225","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116898/guia_docent","Aquesta assignatura és altament abstracta i requereix haver assolit coneixements d'Introducció a la Comptabilitat, així com coneixements bàsics de matemàtica financera. L'objectiu principal d'aquest curs consisteix a profunditzar en el coneixement del PGC, en aspectes tals com: immobilitzat material, inversions immobiliàries i immobilitzat intangible, actius i passius financers, provisions, càlcul i comptabilització de l'Impost de Societats i elaboració dels comptes anuals. S'aprofundeix en cadascun dels apartats del temari amb casos pràctics que facin entenedors els conceptes teòrics.","TEMA 1. IMMOBILITZAT MATERIAL I INVERSIONS IMMOBILIÀRIES1. Immobilitzat material
1.1. Concepte i classificació
1.2. Normes de registre i valoració
1.3. Operacions comptables del immobilitzat material
1.3.1. Adquisicions a subministradors aliens
1.3.2. Adquisicions per producció pròpia
1.3.3. Correccions valoratives: amortitzacions i deterioraments de valor
1.3.4. Baixes en inventari
1.3.5. Ampliacions i millores
2. Inversions immobiliàries
2.1. Concepte i classes
2.2. Valoració i comptabilització
2.3. Correccions valoratives: amortitzacions i deterioraments de valor

TEMA 2. IMMOBILITZAT INTANGIBLE1. Immobilitzat intangible
1.1. Concepte i classes
1.2. Normes de registre i valoració
1.3. Despeses d'investigació i desenvolupament i propietat industrial
1.4. Aplicacions informàtiques
1.5. Correccions valoratives: amortitzacions i deterioraments de valor




TEMA 3. ELS INSTRUMENTS FINANCERS EN EL PGC: ELS ACTIUS FINANCERS1. Definició i classificació dels actius financers
2. Registre i valoració dels actius financers
2.1. Actius financers a cost amortitzat
2.2. Actius a cost amortitzats mantinguts per a negociar
2.3. Actius financers a cost
3. Correccions de valor per deteriorament
4. Interessos i dividends rebuts d’actius financers
5. Baixa d’actius financers
6. Fiances i dipòsits d’Actius
TEMA 4. ELS INSTRUMENTS FINANCERS EN EL PGC: ELS PASSIUS FINANCERS Y ALTRES PASSIUS1. Definició i classificació dels passius financers i no financers
2. Registre i valoració dels passius financers
3. Préstecs
4. Pòlissa de crèdit
5. Leasing
6. Fiances i dipòsits de Passius
TEMA 5. DETERMINACIÓ DEL RESULTAT I APLICACIÓ1. El resultat del període
2. Ajustaments en el resultat comptable: Diferències permanents i temporaries
3. Impost corrent: Actius i passius per impost corrent
4. Impost diferit: Actius i passius per impost diferit
5. Comptabilització de l’Impost de societats.
6. Aplicació del resultat net del període: dotacions obligatòries i voluntàries.
TEMA 6. ELS COMPTES ANUALS1. Introducció
1.1. Formulació dels comptes anuals
1.2. Models de presentació dels comptes anuals: normal, abreujat i PIME
2. El Balanç
3. El compte de Pèrdues i Guanys
4. La Memòria"
"1740067231-226","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116920/guia_docent","Desenvolupament de les eines algebraiques i d'anàlisi real necessàries per a l'ensenyament.","PART I: ANÀLISI REAL   TEMA 1. FUNCIÓ REAL DE VARIABLE REAL1.1 Continuïtat i tipus de discontinuïtats
1.2 Derivada i elasticitat d'una funció
1.3 Extrems absoluts i relatius. Creixement i decreixement
1.4 Curvatura: concavitat i convexitat
1.5 Representació de funcions
TEMA 2. INTEGRACIÓ2.1 Integral indefinida
2.2 Integral definidaPART II: ÀLGEBRA LINEALTEMA 3. MATRIUS I DETERMINANTS     3.1 Operacions de matrius
3.2 Determinant d'una matriu
3.3 Rang d'una matriu
TEMA 4. SISTEMES D'EQUACIONS LINEALS     4.1 Definició de sistema d'equacions lineals
4.2 Classificació de sistemes
4.3 Resolució de sistemes
TEMA 5. ESPAI Rn     5.1 Definicions i exemples
5.2 Dependència i independència lineal
5.3 Producte escalar de vectors"
"1740067236-227","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116897/guia_docent","La comptabilitat explica els fets que afecten el patrimoni, el resultat i la tresoreria de l'empresa. És un llenguatge comú que té per objectiu permetre a diferents perfils d'usuaris prendre decisions relacionades amb l'empresa utilitzant la informació de qualitat que els ofereix la seva comptabilitat. El graduat en ADE, en FIC i en Economia necessita conèixer i aplicar aquest llenguatge comú per a realitzar amb èxit la seva activitat professional. Aquesta assignatura desenvolupa les competències bàsiques d'aquesta disciplina.","TEMA 1. COMPTABILITAT I SISTEMES D'INFORMACIÓ1. La comptabilitat: Concepte i objectius
2. Divisió de la comptabilitat d’empresa
3. Usuaris de la informació comptable
4. La comptabilitat financera
TEMA 2. EL PATRIMONI I EL MÈTODE COMPTABLE1. El patrimoni de l’empresa
1.1. Concepte
1.2. Elements patrimonials i masses patrimonials
1.3. El balanç de situació com expressió de l’equilibri patrimonial

2. Els instruments de representació comptable
2.1 El compte com instrument de representació comptable
2.1.1 Concepte i estructura del compte
2.1.2 Terminologia del compte
2.1.3 Convenis de càrrec i abonament
2.1.4 Casos pràctics
2.2 Els llibres de comptabilitat com instrument formal de representació comptable

3. El mètode comptable: La partida dobleTEMA 3. El CICLE COMPTABLE1. Concepte i fases del cicle comptable
2. Fase inicial o d’obertura
3. Fase de desenvolupament
4. Fase de conclusió o tancament
4.1 Regularització
4.2 Determinació del resultat
4.3 Assentament de tancament
5. Cicle Fiscal: IVA, retencions i societatsTEMA 4. NORMATIVA LEGAL DE LA COMPTABILITAT1. La regulació de la comptabilitat a Espanya
2. El Pla General de Comptabilitat: Estructura i funcionament
3. Elaboració de comptes anuals: Balanç inicial i final quant a masses patrimonials
4. Normativa de facturació: aspectes formalsTEMA 5. COMPRES I VENDES de béns i serveis1. Concepte, valoració i registre de COMPRES
2. Regularització d'existències
3. Procediment especulatiu de compres de mercaderies
3.1. Desdoblament de compres i vendes de mercaderies
3.2. Comparativa amb el procediment administratiu
4. Deteriorament de valor de les existències
5. Valoració i registre de les VENDES: Classificació per naturalesaTEMA 6. CREDITORS I DEUTORS PER OPERACIONS COMERCIALS1. Concepte i classificació del instruments financers comercials:
1.1. a cobrar
1.2. a pagar
2. Valoració dels instruments financers comercials
3. Clients:
3.1. Factura, Nota d’abonament, ALBARÀ i bestretes de clients
3.2. Gestió de cobraments
3.3. Cobrament dubtós i correccions de valors:
3.3.1. Estimació global
3.3.2. Estimació individual
4. Proveïdors:
4.1. Factura, Nota d’abonament, ALBARÀ i bestretes de proveïdors
4.2. Persones físiques factures amb retencions IRPFTEMA 7. INGRESSOS I DESPESES: DETERMINACIÓ DEL RESULTAT1.Ingressos
1.1. Import net de la xifra de negocis
1.2. Variació d’existències de Productes acabats i en curs
1.3. Altres ingressos d’explotació
2.Despeses
2.1. Aprovisionament
2.2. Personal
2.3. Altres despeses d’explotació
3.Operacions de tancament comptable
3.1. Periodificació d’ingressos i despeses
3.2. Regularització i deteriorament
4.Determinació del resultat"
"1740067243-228","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116919/guia_docent","L'assignatura proporciona els coneixements fonamentals de la teoria econòmica, en particular del comportament dels mercats i dels agents econòmics.","CONCEPTES BÀSICS1. Introducció    Definició d’economia    Elaboració de models    El model de competència perfectaANÀLISI DEL MERCAT COMPETITIU DE BÉNS I SERVEIS2. La demanda    Desplaçaments de la demanda    Demanda de mercat    Elasticitat de demanda3. L'oferta    Desplaçaments de l’oferta    Oferta de mercat    Elasticitat d’oferta4. L'equilibri de mercat    Equilibri i forces de mercat    Estàtica comparativa5. L’eficiència del mercat competitiu    Excedent del consumidor i del productor    L'eficiència del mercat6. Intervenció de l’Estat    Control de preus    Impostos i subsidisFONAMENTS DE LA DEMANA I L’OFERTA AL MERCAT DE BÉNS I SERVEIS7. Fonaments de la demanda    Restricció pressupostària     Preferències dels consumidors    Elecció del consumidor    Funció de demanda8. Fonaments de l'oferta a un entorn competitiu    Maximització de benefici: ingressos i costos    Funció d'oferta d'una empresa competitivaMERCAT DE FACTORS9. Mercat de factors    Factors de producció de l’economia    Mercat de treball:o   Demanda al mercat de treballo   Oferta al mercat de treballo   Equilibri i estàtica comparativao   Altres elements que afecten el mercat de treballERRADES DE MERCAT10. Errades de mercat    Externalitats    Béns públics    Problemes d’informació"
"1740067249-229","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116878/guia_docent","Aprendre a ordenar la informació econòmica per a aprofitar-la millor i per seleccionar les mesures més representatives per descriure-la. Contingut: Estadística descriptiva, anàlisi de la regressió, números índexs i taxes de variació","Tema 1. Introducció1. Concepte i contingut de l'Estadística
2. Estadística econòmica
3. Estadística descriptiva. Inferència estadística
4. Concepte estadístic de població, mostra i individu
5. Variables estadístiques. Classificació
6. Fases del procés estadístic
Tema 2. Anàlisi descriptiva de les dades1. Distribució de freqüències d'una variable
2. Reducció de dades, agrupació en intervals
3. Representacions gràfiques
4. Paràmetres poblacionals. Mesures i estadístics mostrals
5. Mesures i estadístics de posició: mesures de tendència central
6. Mesures de posició no centrals: quartils, decils, percentils
7. Mesures de variabilitat o dispersió
8. Altres mesuresTema 3. Tractament descriptiu bidimensional1. Introducció al tractament bidimensional
2. Distribucions marginals i condicionades
3. Covariància, coeficient de correlació lineal de Pearson. Propietats
4. Independència, dependència estadística, dependència funcionalTema 4. Anàlisi de la regressió1. Concepte de regressió lineal simple. Criteri de mínims quadrats
2. Obtenció dels coeficients de la recta. Interpretació
3. Bondat de l'ajust: variància residual, coeficient de determinació
4. Predicció
Tema 5. Números índexs i taxes de variació1. Definició d'un índex i les seves aplicacions
2. Índexs simples i complexes (o compostos)
3. Índexs complexes (o compostos) de preus ponderats i no ponderats
4. Propietats dels índexs. Enllaços i canvis de base
5. Índexs de valor. Com deflactar sèries econòmiques
6. Altres indicadors econòmics
7. Taxes de variació"
"1740067255-230","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3552/assignatures/116921/guia_docent","L'objectiu de l'assignatura consisteix en entendre el concepte de Dret mercantil, d'empresari i d'empresa. A la primera part de l'assignatura, s'analitza la figura de l'empresari individual, el Dret de la competència i la propietat industrial. A la segona part de l'assignatura s'aborda el concepte d'empresari social.","PRIMERA PART. L'EMPRESARI I LA SEVA ACTIVITAT EN EL
MERCAT     

 

Lliçó 1: L'Ordenament jurídic i el Dret mercantil

1. L’ordenament jurídic. Nocions preliminars

1.1. Dret objectiu i Dret subjectiu. La norma jurídica

1.2. Persona física i persona jurídica

1.3. Drets reals i Dret d’obligacions. Els contractes

2. El Dret mercantil 

2.1. Concepte

2.2. Fonts jurídiques

2.2.1. Legislació. Codi de Comerç i legislació
complementària

2.2.2. La Constitució i el Dret mercantil comunitari i
internacional

2.2.3. Significat de la costum mercantil: concepte,
classes i prova

2.3. L’aplicació del Dret mercantil: Els jutjats
mercantils

 

Lliçó 2: L'empresari (I): Concepte, estatut jurídic i
Registre Mercantil

1. Concepte i classes d'empresaris

1.1. L’empresari individual

1.1.1. Capacitat i prohibicions

1.1.2. Adquisició i pèrdua de la condició d’empresari 

1.1.3. L'exercici del comerç per persona casada

1.2. L’empresari persona jurídica

2. L’estatut jurídic. La comptabilitat de l’empresari

2.1. El deure de comptabilitat

2.2. El secret comptable

2.3. Els comptes anuals i els principis comptables

3. El Registre Mercantil

3.1. La publicitat de l’empresari i el Registre Mercantil

3.2. Actes i subjectes susceptibles d’inscripció

3.3. El funcionament del RM i la seva organització

3.4. Els assentaments registrals 

3.5. L’acte inscrit

3.6. El Butlletí Oficial del Registre Mercantil (BORME)

 

Lliçó 3: L’empresari (II): Col·laboradors i
responsabilitat empresarial

1. La representació de l’empresari

1.1. La representació voluntària, orgànica i legal

1.2. Apoderat general o factor

1.3. Apoderats singulars

2. El principi de responsabilitat 

2.1. La responsabilitat contractual 

2.2. La responsabilitat extracontractual

3. L ‘insolvència de l’empresari

3.1. El concurs de creditors. La seva regulació jurídica

3.1.1. Sol·licitud, declaració i efectes

3.1.2. Operacions i solucions del concurs

3.2. Mecanismes preventius del concurs: acords de
refinançament, acords extrajudicials de pagament 

 

Lliçó 4: L'empresari (III): L'establiment de l'empresari

1. Concepte i classes de l’establiment

2. Elements de l’establiment

3. Transmissió de l’establiment

3.1. Aspectes generals

3.2. La compravenda de l’establiment mercantil

3.3. L’arrendament de l’establiment mercantil

3.4. L’usdefruit de l'establiment mercantil

 

Lliçó 5: La competència en el mercat

1. La defensa de la competència

1.1. Les pràctiques prohibides

1.2. El control de les concentracions empresarial

1.3. Les ajudes públiques

1.4. Els òrgans d’aplicació

2. La competència deslleial

2.1. Concepte i àmbit d’aplicació

2.2. Els actes de competència deslleial

2.3. Accions derivades de la competència deslleial i
altres aspectes processals

 

Lliçó 6: La propietat industrial

1. Les invencions i el disseny industrial

1.1. La patent

1.2. El model d’utilitat

1.3. El disseny industrial

2. Els signes distintius

2.1. La marca

2.2. El nom comercial

2.3. Els noms de domini a internet

 

SEGONA PART. DRET DE SOCIETATS

 

Lliçó 7: Les societats mercantils

1. Caracterització i estructura del contracte de societat

2. Els tipus de societats

2.1. Societats civils i mercantils

2.2. Les societats personalistes 

2.2.1. La societat col·lectiva

2.2.2. La societat comanditària simple

2.2.3. Els comptes en participació

2.3. Les societats de capital

2.3.1. Societat anònima 

2.3.2. Societat de responsabilitat limitada

2.3.3. Societat comanditària per accions

2.3.4. Societats de capitals amb règim especial

2.4. Les societats de base mutualista. Les cooperatives

3. Societats professionals

4. La personalitat jurídica de les societats mercantils:
significat i límits

 

Lliçó 8: Les societats de capital (I): Fundació

1. Principis fonamentals

2. Denominació, nacionalitat i domicili

3. Constitució

3.1. Escriptura i estatuts

3.2. Procediments de fundació

3.3. Inscripció en el Registre mercantil

3.4. La societat en formació i la societat irregular

3.5. La nul·litat de la societat

4. Finançament propi 

4.1. Capital i patrimoni social

4.2. Aportacions dels socis: dineràries i no dineràries

4.2.1. Valoració de les aportacions no dineràries en la
societat anònima

4.2.2. Responsabilitat por las aportacions no dineràries

4.2.3. Els desembossos pendents

5. Finançament aliè. Les obligacions

6. Les prestacions accessòries 

 

Lliçó 9: Societats de capital (II): Drets dels socis.
Participacions i accions. Les obligacions

1. Els drets dels socis

1.1. La condició de soci

1.2. La separació i exclusió del soci

1.2.1. El dret de separació. Causes legals i estatutàries

1.2.2. L’exclusió del soci. Causes legals i estatutàries

2. Participacions socials

2.1. Llibre registre de socis

2.2. El règim de transmissió

3. Les accions

3.1. Representació

3.2. Transmissió de les accions

4. Copropietat i drets reals sobre les accions i les
participacions socials

5. Negocis sobre les accions i les participacions socials
pròpies

 

Lliçó 10: Societats de capital (III): Òrgans socials

1. La junta general

1.1. Concepte, competència i classes

1.2. Convocatòria. Junta Universal

1.3. Constitució

1.4. Assistència, representació i vot

1.5. Els acords socials i la seva impugnació

1.6. En especial, l’aprovació dels comptes anuals

1.6.1. La formulació i verificació dels comptes

1.6.2. El dipòsit i publicitat dels comptes

1.6.3. L'aplicació del resultat de l'exercici

2. L'òrgan d'administració

2.1. Concepte i funcions

2.2. Formes d'organització

2.3. Capacitat i prohibicions per a ser administrador

2.4. Nomenament, durada i revocació del càrrec
d'administrador

2.5. Retribució dels administradors

2.6. Responsabilitat dels administradors

 

Lliçó 11: Societats de capital (IV): Modificacions
estatutàries i estructurals. Dissolució i liquidació

1. La modificació d'estatuts

1.1. Concepte i requisits

1.2. Supòsits especials

2. L'augment de capital

2.1. Concepte, requisits i modalitats

2.2. Delegació i execució de l'augment

2.3. El dret de subscripció preferent i la seva exclusió

3. La reducció del capital social

3.1. Concepte i requisits

3.2. Modalitats de reducció

4. La transformació de la societat

5. Fusió de societats

6. Escissió de societats

7. Trasllat internacional del domicili social

8. La dissolució

8.1. Modalitats de dissolució

8.2. Efectes de la dissolució

8.3. La reactivació de la societat dissolta

9. La liquidació

9.1. Concepte

9.2. Els liquidadors. Nomenament i cessament. Funcions

9.3. Operacions de liquidació

10. Extinció de la societat

 

TERCERA PART. DRET DE LA CONTRACTACIÓ MERCANTIL

 

Lliçó 12: La contractació mercantil (I): Aspectes
generals

1. L'empresari i la contractació en el mercat

2. El consumidor. Noció i protecció jurídica

3. Característiques de la contractació mercantil

3.1. Règim general dels contractes i les obligacions
mercantils

3.2. Especialitats de la contractació mercantil

3.2.1. Condicions generals de la contractació

3.2.2. La contractació electrònica

3.2.3. La contractació internacional

 

Lliçó 13: La contractació mercantil (II): Tipus
contractuals bàsics

1. El contracte de compravenda i altres contractes afins.
Concepte i característiques

2. Els contractes de col·laboració i distribució
comercial. Concepte i característiques

3. Contractes de custodia i de transport. Concepte i
característiques

4. Contractes de préstec, fiançament i compte corrent
mercantil. Concepte i característiques

5. Contractes bancaris. Concepte i característiques

6. Contractes en el mercat de valors. Concepte i
característiques

7. Contractes d’assegurances. Concepte i característiques

 

Lliçó 14: La contractació mercantil (III): Els
instruments del tràfic jurídic empresarial. Mitjans de pagament           

1. Títols-valors

1.1. Concepte, notes característiques i classes

1.2. Pagaré i lletra de canvi

1.2.1. Concepte, funció econòmica. El pagaré d’empresa

1.2.2. Emissió, acceptació, endós, aval de la lletra

1.2.3. L'endós. Concepte, classes i efectes

1.2.4. El venciment, el pagament i el protest

1.2.5. L'exercici dels drets canviaris. Accions i
excepcions canviàries

1.3. El xec

1.3.1. Concepte, funció econòmica

1.3.2. Xecs especials

2. Mitjans de pagament electrònics

2.1. Targetes de crèdit i dèbit

2.2. Transferències
bancàries"
"1740067266-231","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/117284/guia_docent","Aquesta matèria aborda la formació de l'economia industrial des dels seus orígens (segle XVIII) a l'actualitat. En diferencia els trets respecte d'altres realitats econòmiques, analitza la seva evolució i planteja les problemàtiques que ha hagut de patir al llarg del temps, les solucions aportades i els reptes de futur des d'aquesta perspectiva.","EL PAS A L’ESTRUCTURA INDUSTRIAL
1.1.
 La industrialització: difusió o procés
estructural?1.2.
 Els condicionants de l’estructura industrial1.3.
 Models d’industrialització 1.4. Les Revolucions industrials  
 CICLES I ORDRE MUNDIAL
2.1.
El
cicles de l’economia internacional2.2.
Característiques
del Primer Ordre Econòmic Internacional, 1800-19312.3.
Una
posició alternativa: l’EHEA2.4.
Els
pilars del Segon Ordre Mundial, 1945-19732.5.
Les
desigualtats en el creixement econòmic mundial 
 LES CRISIS DE L’ORDRE MUNDIAL
3.1.
Disfuncions
i desequilibri internacional entre 1873 i 19453.1.1.     
La
crisi de 18733.1.2.     
La
Gran Guerra3.1.3.     
La
crisi de 1929 i la Gran Depressió3.2.
L’Ordre
Econòmic Internacional post crisi del petroli 3.2.1.     
L’ascens
del Neoliberalisme: El Final de la Història?3.2.2.     
Nous
problemes i paradigmes en el tombant de segle XX a XXI 
 L’ECONOMIA ESPANYOLA CONTEMPORÀNIA
4.1.
Els
condicionants d’industrialització a Catalunya i a Espanya4.2.
Endeutament  i política econòmica a l’Espanya del segle
XIX4.3.
Espanya
dins el Primer Ordre Mundial4.4.
Espanya
dins el Segon Ordre Mundial"
"1740067272-232","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116876/guia_docent","L’assignatura Principis d’Economia Aplicada ofereix una visió que combina teoria i pràctica per tal d’entendre les característiques, macromagnituds i importància de l’activitat econòmica.Concretament, es presenten els principals trets que caracteritzen les economies modernes, tant pel que fa als sectors d’activitat en què aquestes s’estructuren, com a les institucions que les regeixen. Cal destacar que l’enfocament de l’assignatura és eminentment pràctic, ja que al marge de la caracterització teòrica de cadascun dels temes, els alumnes utilitzen una part important del temps de treball en buscar informació econòmica, processar-la i confeccionar treballs i exercicis.","TEMA 1.- COMPTABILITAT NACIONAL: ACTIVITAT ECONÒMICA	TEMA 2.- ANÀLISI SECTORIAL D’UNA ECONOMIA	TEMA 3.- PREUS, MERCAT LABORAL I SECTOR PÚBLIC	TEMA 4.- INDICADORS SOCIOECONÒMICS	TEMA 5.- LA BALANÇA DE PAGAMENTS"
"1740067283-233","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116757/guia_docent","Introducció als conceptes d'empresa i empresari. Aproximació a les àrees funcionals: conceptes i mètodes inicials. Ubicar l'empresa en un entorn on la competitivitat és determinant a l'hora de prendre decisions.","TEMA 1. L'EMPRESA I L'EMPRESARI

1.1. La naturalesa de l'empresa

1.2. Classes d'empreses

1.3. La creació d'empreses

TEMA 2. LA FUNCIÓ D'ADMINISTRACIÓ

2.1. El procés administratiu

2.2. La funció de planificació

2.3. La funció d'organització

2.4. La funció de direcció

2.5. La funció de control

TEMA 3. LA FUNCIÓ D'OPERACIONS

3.1. El sistema de producció en
l'empresa

3.2. Els objectius de la funció d'operacions

3.3. Les decisions estratègiques de producció

3.4. Les decisions tàctiques de
producció

TEMA 4. LA FUNCIÓ COMERCIAL

4.1. La direcció de màrqueting

4.2. L'anàlisi del mercat

4.3. Les variables comercials estratègiques

4.4. Les variables comercials tàctiques

TEMA 5. LA FUNCIÓ FINANCERA

5.1. El sistema financer

5.2. La funció financera

5.3. Decisions d'inversió

5.4. Decisions de finançament

TEMA 6. L'ENTORN EMPRESARIAL

6.1. La naturalesa de
l'entorn

6.2. L'anàlisi de l'entorn general

6.3. L'anàlisi de l'entorn específic

6.4. La direcció estratègica

6.5. Els grups d'interès

6.6. La responsabilitat social corporativa"
"1740067290-234","https://guiadocent.urv.cat/guido/public/centres/498/ensenyaments/3545/assignatures/116795/guia_docent","Desenvolupament d'eines matemàtiques d'optimització per a la presa de decisions quantitatives.","Tema 1. Formes quadràtiques1.1 Formes quadràtiques
1.2 Classificació de formes quadràtiques
Tema 2. Funcions de vàries variables2.1 Continuïtat de funcions
2.2 Càlcul de derivades parcials
2.3 Elasticitat parcial
Tema 3. Optimització sense restriccions3.1 Descripció del problema
3.2 Condicions d'optimalitat
Tema 4. Optimització amb restriccions d'igualtat4.1 Descripció del problema
4.2 Condicions d'optimalitat
4.3 Anàlisi de sensibilitat
Tema 5. Optimització lineal5.1 Descripció del problema. Interpretació gràfica
5.2 Optimització lineal: algorisme símplex
5.3 Anàlisi de sensibilitat
Tema 6. Successions i sèries de nombres reals6.1 Successions de nombres reals
6.2 Sèries de nombres reals
6.3 Sèrie geomètrica"
