web-scraper-order,web-scraper-start-url,learning-results
"1740065645-575","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112507/guia_docent","COT2 - Avaluar el procés d'aprenentatge propi per millorar acadèmicament i professionalment - COT2.2-Analitzar l'entorn professional propi de l'especialitat"
"1740065645-576","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112507/guia_docent","COT2.2-Analitzar l'entorn professional propi de l'especialitat"
"1740065650-577","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113585/guia_docent","COT3 - Aplicar els principis i els valors democràtics incloent-hi la perspectiva de gènere - COT3.2-Incorporar la perspectiva de gènere en els arguments, produccions i presa de decisions"
"1740065650-578","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113585/guia_docent","COT3.2-Incorporar la perspectiva de gènere en els arguments, produccions i presa de decisions"
"1740065650-579","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113585/guia_docent","ST2 - Resoldre problemes complexos de manera crítica, creativa i innovadora en contextos multidisciplinaris - ST2.2-Dissenyar una solució nova utilitzant els recursos necessaris i disponibles per solucionar el problema."
"1740065650-580","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113585/guia_docent","ST2.2-Dissenyar una solució nova utilitzant els recursos necessaris i disponibles per solucionar el problema."
"1740065650-581","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113585/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740065650-582","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113585/guia_docent","ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740065654-583","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116590/guia_docent","COT3 - Aplicar els principis i els valors democràtics incloent-hi la perspectiva de gènere - COT3.3-Incorporar els conceptes ètics i deontològics de làrea de coneixement en els arguments, produccions i presa de decisions"
"1740065654-584","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116590/guia_docent","COT3.3-Incorporar els conceptes ètics i deontològics de làrea de coneixement en els arguments, produccions i presa de decisions"
"1740065654-585","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116590/guia_docent","COT2 - Avaluar el procés d'aprenentatge propi per millorar acadèmicament i professionalment - COT2.3-Dissenyar itineraris professionals específics per a la millora contínua de l'aprenentatge propi"
"1740065654-586","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116590/guia_docent","COT2.3-Dissenyar itineraris professionals específics per a la millora contínua de l'aprenentatge propi"
"1740065654-587","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116590/guia_docent","COT3 - Aplicar els principis i els valors democràtics incloent-hi la perspectiva de gènere - COT3.2-Incorporar la perspectiva de gènere en els arguments, produccions i presa de decisions"
"1740065654-588","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116590/guia_docent","COT3.2-Incorporar la perspectiva de gènere en els arguments, produccions i presa de decisions"
"1740065654-589","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116590/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740065654-590","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116590/guia_docent","ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740065658-591","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112503/guia_docent","COT2 - Avaluar el procés d'aprenentatge propi per millorar acadèmicament i professionalment - COT2.1-Identificar motivacions, expectatives, punts forts i àmbits de millora a escala professional"
"1740065658-592","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112503/guia_docent","COT2.1-Identificar motivacions, expectatives, punts forts i àmbits de millora a escala professional"
"1740065658-593","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112503/guia_docent","ST2 - Resoldre problemes complexos de manera crítica, creativa i innovadora en contextos multidisciplinaris - ST2.2-Dissenyar una solució nova utilitzant els recursos necessaris i disponibles per solucionar el problema."
"1740065658-594","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112503/guia_docent","ST2.2-Dissenyar una solució nova utilitzant els recursos necessaris i disponibles per solucionar el problema."
"1740065658-595","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112503/guia_docent","ST2 - Resoldre problemes complexos de manera crítica, creativa i innovadora en contextos multidisciplinaris - ST2.1-Seguir un mètode sistemàtic per resoldre problemes complexos amb un enfocament global en entorns multidisciplinaris (identificar la situació problemàtica, dividir un problema complex en parts, identificar-ne les causes i aplicar-hi el coneixement científic i professional)"
"1740065658-596","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112503/guia_docent","ST2.1-Seguir un mètode sistemàtic per resoldre problemes complexos amb un enfocament global en entorns multidisciplinaris (identificar la situació problemàtica, dividir un problema complex en parts, identificar-ne les causes i aplicar-hi el coneixement científic i professional)"
"1740065665-597","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115324/guia_docent","ST1 - Formular valoracions amb la gestió eficient de les TIC - ST1.1-Tractar la informació obtinguda amb criteris de rellevància, fiabilitat i pertinença utilitzant les eines i els formats adequats mitjançant les TIC"
"1740065665-598","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115324/guia_docent","ST1.1-Tractar la informació obtinguda amb criteris de rellevància, fiabilitat i pertinença utilitzant les eines i els formats adequats mitjançant les TIC"
"1740065665-599","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115324/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740065665-600","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115324/guia_docent","ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740065665-601","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115324/guia_docent","ST2 - Resoldre problemes complexos de manera crítica, creativa i innovadora en contextos multidisciplinaris - ST2.1-Seguir un mètode sistemàtic per resoldre problemes complexos amb un enfocament global en entorns multidisciplinaris (identificar la situació problemàtica, dividir un problema complex en parts, identificar-ne les causes i aplicar-hi el coneixement científic i professional)"
"1740065665-602","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115324/guia_docent","ST2.1-Seguir un mètode sistemàtic per resoldre problemes complexos amb un enfocament global en entorns multidisciplinaris (identificar la situació problemàtica, dividir un problema complex en parts, identificar-ne les causes i aplicar-hi el coneixement científic i professional)"
"1740065671-603","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113584/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.2-Usar els mecanismes de comunicació verbals, no verbals i paraverbals per comunicar a l'auditori idees complexes i entenedores de manera efectiva [comunicació oral]"
"1740065671-604","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113584/guia_docent","ST3.2-Usar els mecanismes de comunicació verbals, no verbals i paraverbals per comunicar a l'auditori idees complexes i entenedores de manera efectiva [comunicació oral]"
"1740065671-605","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113584/guia_docent","ST2 - Resoldre problemes complexos de manera crítica, creativa i innovadora en contextos multidisciplinaris - ST2.1-Seguir un mètode sistemàtic per resoldre problemes complexos amb un enfocament global en entorns multidisciplinaris (identificar la situació problemàtica, dividir un problema complex en parts, identificar-ne les causes i aplicar-hi el coneixement científic i professional)"
"1740065671-606","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113584/guia_docent","ST2.1-Seguir un mètode sistemàtic per resoldre problemes complexos amb un enfocament global en entorns multidisciplinaris (identificar la situació problemàtica, dividir un problema complex en parts, identificar-ne les causes i aplicar-hi el coneixement científic i professional)"
"1740065678-607","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112505/guia_docent","ST2 - Resoldre problemes complexos de manera crítica, creativa i innovadora en contextos multidisciplinaris - ST2.3-Avaluar la solució proposada amb un model realista i amb un enfocament multidisciplinari (trobar-hi limitacions i proposar-hi millores)"
"1740065678-608","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112505/guia_docent","ST2.3-Avaluar la solució proposada amb un model realista i amb un enfocament multidisciplinari (trobar-hi limitacions i proposar-hi millores)"
"1740065678-609","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112505/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.2-Usar els mecanismes de comunicació verbals, no verbals i paraverbals per comunicar a l'auditori idees complexes i entenedores de manera efectiva [comunicació oral]"
"1740065678-610","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112505/guia_docent","ST3.2-Usar els mecanismes de comunicació verbals, no verbals i paraverbals per comunicar a l'auditori idees complexes i entenedores de manera efectiva [comunicació oral]"
"1740065683-611","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112506/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740065683-612","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112506/guia_docent","ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740065688-613","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115323/guia_docent","COT2 - Avaluar el procés d'aprenentatge propi per millorar acadèmicament i professionalment - COT2.2-Analitzar l'entorn professional propi de l'especialitat"
"1740065688-614","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115323/guia_docent","COT2.2-Analitzar l'entorn professional propi de l'especialitat"
"1740065688-615","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115323/guia_docent","COT1 - Treballar en equips i en contextos complexos - COT1.1-Identificar els objectius i les tasques de l'equip, i el rol de les persones que l'integren en contextos complexos"
"1740065688-616","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115323/guia_docent","COT1.1-Identificar els objectius i les tasques de l'equip, i el rol de les persones que l'integren en contextos complexos"
"1740065688-617","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115323/guia_docent","COT1 - Treballar en equips i en contextos complexos - COT1.3-Aplicar canvis i millores per assolir els objectius mitjançant sinergies positives dins i fora de l'equip"
"1740065688-618","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115323/guia_docent","COT1.3-Aplicar canvis i millores per assolir els objectius mitjançant sinergies positives dins i fora de l'equip"
"1740065688-619","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115323/guia_docent","COT1 - Treballar en equips i en contextos complexos - COT1.2-Actuar amb altres equips per assolir conjuntament els objectius"
"1740065688-620","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115323/guia_docent","COT1.2-Actuar amb altres equips per assolir conjuntament els objectius"
"1740065694-621","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent","ST2 - Resoldre problemes complexos de manera crítica, creativa i innovadora en contextos multidisciplinaris - ST2.3-Avaluar la solució proposada amb un model realista i amb un enfocament multidisciplinari (trobar-hi limitacions i proposar-hi millores)"
"1740065694-622","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent","ST2.3-Avaluar la solució proposada amb un model realista i amb un enfocament multidisciplinari (trobar-hi limitacions i proposar-hi millores)"
"1740065694-623","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent","ST2 - Resoldre problemes complexos de manera crítica, creativa i innovadora en contextos multidisciplinaris - ST2.1-Seguir un mètode sistemàtic per resoldre problemes complexos amb un enfocament global en entorns multidisciplinaris (identificar la situació problemàtica, dividir un problema complex en parts, identificar-ne les causes i aplicar-hi el coneixement científic i professional)"
"1740065694-624","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent","ST2.1-Seguir un mètode sistemàtic per resoldre problemes complexos amb un enfocament global en entorns multidisciplinaris (identificar la situació problemàtica, dividir un problema complex en parts, identificar-ne les causes i aplicar-hi el coneixement científic i professional)"
"1740065700-625","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","ST1 - Formular valoracions amb la gestió eficient de les TIC - ST1.1-Tractar la informació obtinguda amb criteris de rellevància, fiabilitat i pertinença utilitzant les eines i els formats adequats mitjançant les TIC"
"1740065700-626","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","ST1.1-Tractar la informació obtinguda amb criteris de rellevància, fiabilitat i pertinença utilitzant les eines i els formats adequats mitjançant les TIC"
"1740065700-627","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","ST2 - Resoldre problemes complexos de manera crítica, creativa i innovadora en contextos multidisciplinaris - ST2.2-Dissenyar una solució nova utilitzant els recursos necessaris i disponibles per solucionar el problema."
"1740065700-628","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","ST2.2-Dissenyar una solució nova utilitzant els recursos necessaris i disponibles per solucionar el problema."
"1740065700-629","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","ST1 - Formular valoracions amb la gestió eficient de les TIC - ST1.2-Elaborar valoracions, utilitzant les eines i els formats adequats que ofereixen les TIC"
"1740065700-630","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","ST1.2-Elaborar valoracions, utilitzant les eines i els formats adequats que ofereixen les TIC"
"1740065705-631","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","SE2 - Investigar amb capacitat analítica a l'àmbit de l'Arqueologia del Quaternari i l'evolució humana. - SE2.5-Investigar amb capacitat d'anàlisi als diferents camps específics de l'Arqueologia del Quaternari i l'Evolució Humana."
"1740065705-632","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","SE2.5-Investigar amb capacitat d'anàlisi als diferents camps específics de l'Arqueologia del Quaternari i l'Evolució Humana."
"1740065705-633","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","K2 - Identificar els problemes i els mètodes de recerca en l'àmbit de l'Arqueologia del Quaternari i l'evolució humana. - K2.6-Identifiqueu els problemes i els mètodes d'investigació als camps d'investigació específics de la disciplina."
"1740065705-634","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","K2.6-Identifiqueu els problemes i els mètodes d'investigació als camps d'investigació específics de la disciplina."
"1740065705-635","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","K4 - Identificar les característiques del registre arqueològic en un jaciment. - K4.4-Identificar les característiques del registre arqueològic d'un jaciment a partir de la informació de diferents camps específics de la Prehistòria."
"1740065705-636","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","K4.4-Identificar les característiques del registre arqueològic d'un jaciment a partir de la informació de diferents camps específics de la Prehistòria."
"1740065705-637","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","SE8 - Planificar projectes de recerca en l'àmbit de l'Arqueologia del Quaternari i evolució humana. - SE8.4-Utilitzar la informació dels camps específics destudi per planificar un projecte de recerca en làmbit de lArqueologia del Quaternari i evolució humana."
"1740065705-638","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","SE8.4-Utilitzar la informació dels camps específics destudi per planificar un projecte de recerca en làmbit de lArqueologia del Quaternari i evolució humana."
"1740065705-639","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.2-Usar els mecanismes de comunicació verbals, no verbals i paraverbals per comunicar a l'auditori idees complexes i entenedores de manera efectiva [comunicació oral]"
"1740065705-640","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","ST3.2-Usar els mecanismes de comunicació verbals, no verbals i paraverbals per comunicar a l'auditori idees complexes i entenedores de manera efectiva [comunicació oral]"
"1740065713-641","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","COE1 - Desenvolupar una investigació a l'àmbit de l'Arqueologia del Quaternari i l'evolució humana. - COE1.3-Integrar la informació dels camps destudi específics de làmbit de lArqueologia del Quaternari i l'evolució humana en un treball científic."
"1740065713-642","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","COE1.3-Integrar la informació dels camps destudi específics de làmbit de lArqueologia del Quaternari i l'evolució humana en un treball científic."
"1740065713-643","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","SE1 - Avaluar la informació actualitzada als diferents camps de recerca. - SE1.6-Avaluar la informació actualitzada als diferents camps de recerca de l'Arqueologia del Quaternari."
"1740065713-644","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","SE1.6-Avaluar la informació actualitzada als diferents camps de recerca de l'Arqueologia del Quaternari."
"1740065713-645","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","K4 - Identificar les característiques del registre arqueològic en un jaciment. - K4.4-Identificar les característiques del registre arqueològic d'un jaciment a partir de la informació de diferents camps específics de la Prehistòria."
"1740065713-646","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","K4.4-Identificar les característiques del registre arqueològic d'un jaciment a partir de la informació de diferents camps específics de la Prehistòria."
"1740065713-647","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740065713-648","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740065713-649","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","K1 - Relacionar la informació actualitzada dels diferents camps de recerca a l'àmbit de l'Arqueologia del Quaternari i l'evolució humana. - K1.8-Relacionar la informació entre els camps específics d'investigació que forma part de l'Arqueología del Quaternari."
"1740065713-650","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","K1.8-Relacionar la informació entre els camps específics d'investigació que forma part de l'Arqueología del Quaternari."
"1740065722-651","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","SE1 - Avaluar la informació actualitzada als diferents camps de recerca. - SE1.6-Avaluar la informació actualitzada als diferents camps de recerca de l'Arqueologia del Quaternari."
"1740065722-652","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","SE1.6-Avaluar la informació actualitzada als diferents camps de recerca de l'Arqueologia del Quaternari."
"1740065722-653","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.1-Construir un discurs estructurat, clar, cohesionat, ric i d'extensió adequada per transmetre idees complexes [comunicació oral]"
"1740065722-654","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","ST3.1-Construir un discurs estructurat, clar, cohesionat, ric i d'extensió adequada per transmetre idees complexes [comunicació oral]"
"1740065722-655","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","K2 - Identificar els problemes i els mètodes de recerca en l'àmbit de l'Arqueologia del Quaternari i l'evolució humana. - K2.6-Identifiqueu els problemes i els mètodes d'investigació als camps d'investigació específics de la disciplina."
"1740065722-656","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","K2.6-Identifiqueu els problemes i els mètodes d'investigació als camps d'investigació específics de la disciplina."
"1740065722-657","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","K1 - Relacionar la informació actualitzada dels diferents camps de recerca a l'àmbit de l'Arqueologia del Quaternari i l'evolució humana. - K1.8-Relacionar la informació entre els camps específics d'investigació que forma part de l'Arqueología del Quaternari."
"1740065722-658","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","K1.8-Relacionar la informació entre els camps específics d'investigació que forma part de l'Arqueología del Quaternari."
"1740065730-659","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","SE1 - Avaluar la informació actualitzada als diferents camps de recerca. - SE1.6-Avaluar la informació actualitzada als diferents camps de recerca de l'Arqueologia del Quaternari."
"1740065730-660","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","SE1.6-Avaluar la informació actualitzada als diferents camps de recerca de l'Arqueologia del Quaternari."
"1740065730-661","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740065730-662","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","ST3.4-Construir un text adequat a la situació comunicativa que sigui estructurat, clar, cohesionat, ric i dextensió adequada amb capacitat per transmetre idees complexes. [comunicació escrita]"
"1740065730-663","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","ST3 - Explicar informació de forma clara i precisa, oralment i per escrit, a tota mena d'audiències - ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740065730-664","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","ST3.3-Produir un text de qualitat (sense errors gramaticals ni ortogràfics, amb una presentació formal acurada i un ús adequat i coherent de les convencions formals i bibliogràfiques) [comunicació escrita]"
"1740065730-665","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","K1 - Relacionar la informació actualitzada dels diferents camps de recerca a l'àmbit de l'Arqueologia del Quaternari i l'evolució humana. - K1.8-Relacionar la informació entre els camps específics d'investigació que forma part de l'Arqueología del Quaternari."
"1740065730-666","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","K1.8-Relacionar la informació entre els camps específics d'investigació que forma part de l'Arqueología del Quaternari."
"1740065737-667","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","SE4 - Planificar la intervenció arqueològica de prospecció i excavació. - SE4.4-Utilitzar la informació dels camps específics de la disciplina per planificar la intervenció arqueològica de prospecció i excavació."
"1740065737-668","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","SE4.4-Utilitzar la informació dels camps específics de la disciplina per planificar la intervenció arqueològica de prospecció i excavació."
"1740065737-669","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","SE1 - Avaluar la informació actualitzada als diferents camps de recerca. - SE1.6-Avaluar la informació actualitzada als diferents camps de recerca de l'Arqueologia del Quaternari."
"1740065737-670","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","SE1.6-Avaluar la informació actualitzada als diferents camps de recerca de l'Arqueologia del Quaternari."
"1740065737-671","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","K4 - Identificar les característiques del registre arqueològic en un jaciment. - K4.4-Identificar les característiques del registre arqueològic d'un jaciment a partir de la informació de diferents camps específics de la Prehistòria."
"1740065737-672","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","K4.4-Identificar les característiques del registre arqueològic d'un jaciment a partir de la informació de diferents camps específics de la Prehistòria."
"1740065737-673","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","SE8 - Planificar projectes de recerca en l'àmbit de l'Arqueologia del Quaternari i evolució humana. - SE8.4-Utilitzar la informació dels camps específics destudi per planificar un projecte de recerca en làmbit de lArqueologia del Quaternari i evolució humana."
"1740065737-674","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","SE8.4-Utilitzar la informació dels camps específics destudi per planificar un projecte de recerca en làmbit de lArqueologia del Quaternari i evolució humana."
"1740065737-675","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","ST2 - Resoldre problemes complexos de manera crítica, creativa i innovadora en contextos multidisciplinaris - ST2.1-Seguir un mètode sistemàtic per resoldre problemes complexos amb un enfocament global en entorns multidisciplinaris (identificar la situació problemàtica, dividir un problema complex en parts, identificar-ne les causes i aplicar-hi el coneixement científic i professional)"
"1740065737-676","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","ST2.1-Seguir un mètode sistemàtic per resoldre problemes complexos amb un enfocament global en entorns multidisciplinaris (identificar la situació problemàtica, dividir un problema complex en parts, identificar-ne les causes i aplicar-hi el coneixement científic i professional)"
