web-scraper-order,web-scraper-start-url,description
"1740096713-241","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914133&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA:Aquesta assignatura pretén introduir al alumne en el disseny, avaluació i implementació de processadors superescalars i paral·lels,  a més a més d'introduir a les tècniques d’optimització de programes per a un ús eficient d'aquestes arquitectures. 

Although this course is not offered in English, foreign exchange students will receive personalised support in English and will be able to develop the evaluation activities in this language."
"1740096716-242","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914129&any_academic=2024_25&idioma=cat&modalitat=p","La biotecnologia està canviant el món del segle XXI, de manera que cal realitzar un rigorós debat social que analitzi les seves repercussions ètiques, jurídiques, socials i comunicatives perquè els ciutadans puguin participar i orientar els canvis que es produiran. Perquè aquest debat sigui realment fructífer es requereixen informació i instruments analítics i comprensius per entendre els processos de comunicació.

Precisament per aquest motiu les nostres universitats estan obligades a oferir als seus estudiants una formació adequada que els capaciti per a participar en el debat sobre aquestes qüestions: l’origen de la vida, la mort, la capacitat de prendre racionalment decisions difícils, el valor del principi d’autonomia, el paper de l’Estat en la política sanitària, els problemes derivats de la pobresa i la degradació del medi ambient són bons exemples per a il·lustrar la transcendència dels nous problemes socials.

Aquesta assignatura tracta de la importància creixent que en les dues últimes dècades han experimentat les relacions entre la biologia, les noves tecnologies, la societat de la informació, les ciències de la comunicació, l'ètica i el (bio)dret."
"1740096718-243","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914154&any_academic=2024_25&idioma=cat&modalitat=p","La informació publicada en aquesta guia és la que correspon a classes 
presencials i pot servir de guia orientativa. Qualsevol canvi 
s’informara a l’espai Moodle de cada assignatura."
"1740096720-244","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914134&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: En aquesta assignatura l'alumne completarà i aprofundirà els seus coneixements sobre sistemes operatius que s'han vist en l'assignatura anterior (Fonaments de Sistemes Operatius), fent especial èmfasis en l'estructura i funcionament del subsistema d'entrada i sortida d'un sistema operatiu.  A la part pràctica s'implementarà un micro sistema operatiu per a un dispositiu mòbil."
"1740096722-245","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914135&any_academic=2024_25&idioma=cat&modalitat=p","L’assignatura ha de servir per a introduir als alumnes els conceptes 
bàsics i la pràctica de la interacció persona-ordinador. Inclou com el 
factor humà afecta a la interacció, quins són els principals dispositius
 per a la interacció, fonaments de disseny de sistemes interactius, 
introducció a l'accessibilitat i avaluació de la usabilitat i 
l'accessibilitat. (idioma: CAS)"
"1740096725-246","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914131&any_academic=2024_25&idioma=cat&modalitat=p","L'assignatura es fa conjuntament amb la d'Algorítmica del nou grau GEI3-0.L’assignatura d’Algorítmica pertany a l’especialitat de Computació del Grau d’Enginyeria Informàtica que s'imparteix al primer semestre del darrer curs. En aquesta assignatura estudiarem els principals esquemes algorítmics per resoldre problemes computacionals complexos. Per poder fer-ho, s’introdueix també l’anàlisi matemàtic d’algoritmes i es presenten les eines per calcular el seu cost, contemplant el (de vegades difícil) equilibri entre costos espacials (memòria) i temps (còmput). Aquestes bases s’utilitzen per estudiar i analitzar el disseny i les diferents implementacions de diversos algoritmes, sovint associats a estructures de dades fonamentals (piles, cues, arbres, grafs, etc.)."
"1740096727-247","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914155&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Es pretén que els alumnes tinguin una visió completa de les 
possibilitats de la programació Web, de les arquitectures orientades a 
serveis (SOA) i de la gestió de dades. L'assignatura tindrà un marcat 
caràcter pràctic incidint en l'aplicabilitat de les tecnologies 
explicades."
"1740096729-248","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914136&any_academic=2024_25&idioma=cat&modalitat=p","La informació publicada en aquesta guia és la que correspon a classes presencials.DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Aquesta assignatura tracta conceptes importants de programació i disseny de software. En particular, un objectiu clar és adquirir la capacitat per analitzar, dissenyar, construir i mantenir aplicacions de forma robusta, segura i eficient, triant el paradigma i els llenguatges de programació més adequats."
"1740096732-249","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914137&any_academic=2024_25&idioma=cat&modalitat=p","L'objectiu de l'assignatura és conèixer el funcionament d'Internet i les xarxes de dades. Aporta uns coneixements i habilitats generals sobre el funcionament de conceptes i tecnologies rellevants en la societat de la informació. Per als estudiants d'Enginyeria Informàtica i els de Telecomunicacions, la ""cultura general"" que aporta l'assignatura és essencial per poder desplegar serveis web i de telecomunicacions, o per treballar en la seguretat informàtica. També us aporta els coneixements bàsics per facilitar-vos futures acreditacions en tecnologies de xarxa. Pels estudiants d'Enginyeria Biomèdica proporciona els coneixements necessaris per fer desplegaments de maquinari i programari per a l'àmbit de la salut en entorns reals (on, al capdavall, hi ha xarxes i servidors). Els estudiants de Telecomunicacions disposeu d'assignatures sobre transmissió de senyals, antenes, tecnologies òptiques, etc. que en aquesta assignatura no abordem."
"1740096735-250","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914138&any_academic=2024_25&idioma=cat&modalitat=p","Es recomana haver cursat Programació (orientació a objectes) i Bases de Dades."
"1740096738-251","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914139&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA:En aquesta assignatura s'aprendrà a configurar i gestionar un sistema operatiu amb serveis locals i en xarxa."
"1740096740-252","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914156&any_academic=2024_25&idioma=cat&modalitat=p","Introducció als conceptes i les tècniques bàsiques de la Intel·ligència Artificial."
"1740096742-253","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914140&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Els llenguatges formals són un component fonamental del camp de la informàtica. En aquest curs introduirem els tipus de llenguatges formals i practicarem tècniques i eines per processar-los. Això servirà de base per introduir-nos en els fonaments de la calculabilitat i de la complexitat, així com dels processadors de llenguatges formals."
"1740096745-254","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914013&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: S'estudiaran l'aritmètica i l'àlgebra discreta i en general les eines matemàtiques necessàries per a les comunicacions digitals. En particular s'estudiaran els codis de control d'errors."
"1740096747-255","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914130&any_academic=2024_25&idioma=cat&modalitat=p","Visió general i comprensió de la diversitat de processos i productes que es poden fer amb biotecnologia, dels diferents àmbits farmacèutic, alimentari, ambiental i altres."
"1740096749-256","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914141&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: La seguretat és un aspecte molt important de les xarxes de comunicacions. Al cursar aquesta assignatura els estudiants comprenen el funcionament i saben utilitzar les principals eines criptogràfiques per proporcionar seguretat a una xarxa (criptosistemes simètrics i asimètrics, i infraestructura de clau pública). Aquestes eines són utilitzades en els principals protocols de comunicació segurs. A l’assignatura també s’expliquen quins són aquests protocols, quan i com es poden utilitzar. A més a més, d’aquests conceptes també es veuen quins són els riscos de les comunicacions TCP/IP, quines eines de detecció de vulnerabilitats hi ha i com es poden utilitzar, i com es configura un sistema per acceptar només un tipus de connexions (tallafocs). Finalment es veuen les principals eines de detecció d’intrusions, i les tècniques per crear un sistema de decepció. Els estudiants saben dissenyar l’arquitectura de seguretat d’un sistema informàtic."
"1740096751-257","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914142&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Aquesta assignatura tracta conceptes importants de sistemes distribuïts. En particular, un objectiu clar és adquirir la capacitat de programació de serveis i aplicacions telemàtiques, en xarxa i distribuïdes."
"1740096754-258","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914160&any_academic=2024_25&idioma=cat&modalitat=p","L’assignatura d’Algorítmica pertany a l’especialitat de Computació del Grau d’Enginyeria Informàtica que s'imparteix al primer semestre del darrer curs. En aquesta assignatura estudiarem els principals esquemes algorítmics per resoldre problemes computacionals complexos. Per poder fer-ho, s’introdueix també l’anàlisi matemàtic d’algoritmes i es presenten les eines per calcular el seu cost, contemplant el (de vegades difícil) equilibri entre costos espacials (memòria) i temps (còmput). Aquestes bases s’utilitzen per estudiar i analitzar el disseny i les diferents implementacions de diversos algoritmes, sovint associats a estructures de dades fonamentals (piles, cues, arbres, grafs, etc.)."
"1740096756-259","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914148&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Metodologies i tècniques de programació d'aplicacions per a dispositius 
mòbils i sistemes encastats (embedded).Aquesta assignatura s'imparteix 
íntegrament en anglès."
"1740096758-260","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914162&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Metodologies i tècniques de programació d'aplicacions per a dispositius 
mòbils i sistemes encastats (embedded).Aquesta assignatura s'imparteix 
íntegrament en anglès."
"1740096761-261","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914150&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Introducció a l'estructura, disseny i implementació de compiladors. S'estudien les parts frontal i dorsal dels compiladors, així com eines bàsiques per la generació d'analitzadors lèxics i sintàctics."
"1740096763-262","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914163&any_academic=2024_25&idioma=cat&modalitat=p","La computació ubiqua fa referència a la integració natural de la tecnologia informàtica en la vida quotidiana, fent possible la creació d'entorns intel·ligents. En aquesta assignatura, estudiem els fonaments dels sistemes de computació ubiqua, des de la recollida de dades amb sensors i la IoT fins a la interacció humana amb aquests sistemes. L'assignatura cobreix tant les bases teòriques com les aplicacions pràctiques, on els estudiants dissenyaran i implementaran sistemes ubiqües.L'assignatura s'impartirà en català, tot i que els materials poden estar en anglès."
"1740096765-263","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914157&any_academic=2024_25&idioma=cat&modalitat=p","Aquesta assignatura té com a objectiu que l’alumne aprengui a desenvolupar aplicacions web complexes fent servir frameworks actuals tant al front-end (per exemple, React), com al back-end (per exemple, NodeJS-Express i Spring Boot). L’alumne també aprendrà a fer servir diversos mètodes de persistència de dades (per exemple, bases de dades com MongoDB o Firebase). Finalment, l’alumne veurà metodologies de treball directament relacionades amb el desenvolupament d’aplicacions web.
Although this course is not offered in English, foreign exchange students will receive personalised support in English and will be able to develop the evaluation activities in this language.<"
"1740096768-264","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914149&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Proporcionar a l’alumne el coneixement de les eines i els 
algorismes per a generar gràfics i poder interaccionar amb ells. 
L'assignatura té un enfoc pràctic."
"1740096771-265","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914143&any_academic=2024_25&idioma=cat&modalitat=p","L'objectiu
principal de l'assignatura és adquirir la capacitat per a planificar, desplegar
i dirigir projectes informàtics en qualsevol àmbit laboral.
Per a això és fonamental conèixer tots els aspectes relacionats amb la Gestió
de Projectes, i aplicar-los concretament a Projectes de desenvolupament i
implantació al sector Informàtic.
Una de les principals competències a desenvolupar és la de treballar i dirigir
equips de treball. En l'assignatura es treballa la Gestió d'Equips com a
aspecte fonamental en l'èxit d'un projecte.

També s'aporta
informació sobre les principals Eines Informàtiques disponibles en el mercat
que ajuden a la Gestió Generalista de Projectes.
Així mateix, se'ls introdueix en els principals estàndards professionals de
Gestió de Projectes, amb la voluntat que a la seva carrera professional puguin
aprofundir més en la temàtica, podent arribar fins i tot a professionalitzar-se
en aquest camp.
Amb aquesta aproximació es pretén que els alumnes obtinguin una visió
professional i de futur de la Gestió de Projectes.



Les temàtiques a tractar a l'assignatura inclouen tots els aspectes implicats a
la Gestió de Projectes:• Projectes Informàtics: definició i context empresarial.
• Gestió de Projectes: Gestió de l'Abast (Esforços i tasques), Gestió del Temps,
Gestió de Costos, Gestió de Recursos Humans i Interessats, Gestió de
Comunicació, Gestió del Risc, Gestió d'Aprovisionament i Qualitat.
• Legislació aplicable als Projectes: implicacions legals al meu projecte. Desenvolupament
i producció.
• Eines per a la gestió de projectes: Planificació i Seguiment d'un projecte.
• Lideratge i treball en equip: interaccions entre els membres d'un grup de
Treball.  
• Avaluació de la Qualitat d’un projecte informàtic."
"1740096773-266","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914145&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: El correcte flux d'informació a les organitzacions resulta molt important per el seu adequat funcionament. En aquesta assignatura estudiem els sistemes de documentació, comunicació i emmagatzematge. Fem especial atenció a  la importància de la informació en els processos de gestió. Finalment, l'assignatura també toca temes relacionats amb la gestió de la informació en entorns específics."
"1740096775-267","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914147&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Identificació de la problemàtica existent en el desenvolupament 
d'aplicacions de temps real crític sobre sistemes físics. Estudi de les 
eines de programació de sistemes de temps real definides a l'estàndard 
POSIX. Aplicació pràctica dels conceptes teòrics mitjançant 
implementació d'aplicacions de temps real crític utilitzant sistemes 
operatius de temps real com podrien ser: mBed, ChibiOS/RT, Xenomai, 
Real-Time Linux, QNX,... sobre plataformes físiques reals com: ST NUCLEO
 o Raspberry PI."
"1740096778-268","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914164&any_academic=2024_25&idioma=cat&modalitat=p",""
"1740096780-269","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914146&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Es pretén que els alumnes tinguin una visió completa de les 
possibilitats de la programació Web, de les arquitectures orientades a 
serveis (SOA) i de la gestió de dades. L'assignatura tindrà un marcat 
caràcter pràctic incidint en l'aplicabilitat de les tecnologies 
explicades."
"1740096782-270","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914159&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Fonaments de programació de dispositius Android en Kotlin+Jetpack Compose.Although this course is not offered in English, foreign exchange students will receive personalised support in English and will be able to develop the assessment activities in this language."
"1740096784-271","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914161&any_academic=2024_25&idioma=cat&modalitat=p","L’aprenentatge automàtic és un camp dinàmic dins de la intel·ligència artificial (IA) que permet als sistemes aprendre de les dades i prendre decisions amb la mínima intervenció humana. Això és possible gràcies a l’ús d’algorismes que analitzen patrons dins de les dades i generalitzen aquests patrons per aplicar-los a noves dades. En aquest curs es mostraran els principals tipus de problemes que es poden analitzar amb aprenentatge automàtic, com es preprocessen les dades, quins són els principals mètodes d'aprenentatge automàtic supervisat i no supervisat, com es fonamenten matemàticament, i com s'avalua la qualitat dels resultats."
"1740096787-272","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914152&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Estudi de les arquitectures multiprocessador de memòria compartida i distribuïda (MMC,MMD), aprofundint en les tècniques específiques per a la seva programació eficient. Identificació dels factors que intervenen en el rendiment dels sistemes multiprocessadors. Desenvolupament d'aplicacions paral·leles eficients (paral·lelització de programes seqüencials i paral·lelització de bucles). Estudi i utilització pràctica del model estàndard de programació de memòria compartida OpenMP i MPI per al desenvolupament d'aplicacions paral·leles."
"1740096789-273","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914165&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Estudi de les arquitectures multiprocessador de memòria compartida i distribuïda (MMC,MMD), aprofundint en les tècniques específiques per a la seva programació eficient. Identificació dels factors que intervenen en el rendiment dels sistemes multiprocessadors. Desenvolupament d'aplicacions paral·leles eficients (paral·lelització de programes seqüencials i paral·lelització de bucles). Estudi i utilització pràctica del model estàndard de programació de memòria compartida OpenMP i MPI per al desenvolupament d'aplicacions paral·leles."
"1740096791-274","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914151&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Introducció als conceptes i les tècniques bàsiques de la Intel.ligència Artificial (IA)."
"1740096794-275","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914401&any_academic=2024_25&idioma=cat&modalitat=p","Es consideren pràctiques externes (PE) les estades pràctiques a la pròpia universitat, en empreses, centres de recerca, o d’altres entitats públiques o privades, nacionals o estrangeres (centres receptors). Llur activitat ha d’estar vinculada directament amb el Grau que cursa l’alumne, en aquest cas de Biotecnologia o doble grau d'Enginyeria Informàtica i Biotecnologia."
"1740096796-276","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914166&any_academic=2024_25&idioma=cat&modalitat=p","L'objectiu principal de l'assignatura és adquirir la capacitat per a
planificar, desplegar elements robòtics en qualsevol àmbit
laboral.Per a això és
fonamental conèixer tots els aspectes relacionats amb la morfologia i capacitats dels diferents tipus de robots, i
aplicar-los als diferents sectors productius i serveis.Així
mateix, se'ls introdueix en els principals estàndards professionals de la robòtica, amb la voluntat que a la seva carrera professional puguin
aprofundir més en la temàtica, podent arribar fins i tot a professionalitzar-se
en aquest camp.
Amb aquesta
aproximació es pretén que els alumnes obtinguin una visió professional i de
futur de la robòtica actual així com les possibilitats futures. Les temàtiques a tractar a l'assignatura son :• Introducció a la robòtica. Evolució i tendències.• Morfologia dels robots.• Navegació i localització.• Robòtica i entorn.• Aplicacions de la robòtica."
"1740096798-277","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914144&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Aquesta assignatura té com a objectiu introduir a l'alumne en el comerç electrònic ensenyant les bases necessàries per poder realitzar amb èxit un treball pràctic d'implantació de venda electrònica relacionat amb l'entorn socioeconòmic. L'alumne rebrà nocions sobre com dissenyar un model de negoci. Coneixerà com es gestiona la informació als comerços electrònics. Aprendrà com funcionen els mecanismes de transacció electrònica actualment en ús. Finalment, se li explicaran diverses tècniques enfocades a la protecció del copyright electrònic.Although this course is not offered in English, foreign exchange students 
will receive personalised support in English and will be able to develop
the evaluation activities in this language."
"1740096800-278","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914301&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Realització d'un projecte de l'Enginyeria en Informàtica de 
naturalesa professional en què se sintetitzin i integrin les 
competències adquirides en els ensenyaments."
"1740096803-279","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914302&any_academic=2024_25&idioma=cat&modalitat=p","En el cas d’emergència sanitària que requereixi confinar la població o que impliqui restriccions de mobilitat durant aquest curs, es procurarà adaptar l'activitat docent i l'avaluació. Si es produeix aquesta situació, s'informarà d'aquestes adaptacions a l’espai Moodle de cada assignatura.
E TFG es un treball realitzat individualment que te com a finalitat l'acreditació per part de l'alumne que ha adquirit les competències associades al títol i la seva aplicació en un tema especific relacionat amb els continguts propis de la titulació. Llengua d'impartició: Català, Anglès
i Castellà."
"1740096805-280","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1791&assignatura=17914153&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA:  

Realitzar una introducció al món de la Visió per Computador. S'estudiaran les necessitats i motivacions que han portat a mecanitzar alguns processos de percepció visual amb la finalitat d'aconseguir resultats semblants als de la visió humana. L'assignatura tindrà un caire descriptiu i pràctic, i només s'explicaran els models matemàtics i físics imprescindibles per a fonamentar les tècniques exposades. S'estudiaran alguns dels principals processos que permeten obtenir, caracteritzar i interpretar la informació present en les imatges capturades en el món tridimensional. 
La part pràctica de l'assignatura inclourà l'estudi dels components bàsics de qualsevol sistema de visió (CCD's, plaques, etc), així com la realització de petites implementacions d'algunes de les tècniques de processament d'imatges explicades a les classes teòriques. Els exemples pràctics que es proposaran estaran encaminats a estudiar la interrelació entre la visió i altres disciplines com la robòtica així com la seva aplicació al món industrial."
"1740096807-281","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1790&assignatura=17904010&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Conceptes bàsics de l'enginyeria química que inclouen: l'estudi de l'estructura de la matèria, els seus estats d'agregació i lenllaç químic; termodinàmica i equilibri; operacions bàsiques de l'enginyeria química, cinética química i ingenyieria de la reacció catalítica; i introducció a la química orgànica i inorgànica industrial.						L'assignatura s'impartirà en Català"
"1740096809-282","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1790&assignatura=17904101&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: L'assignatura pretén aprofundir en els coneixements teòrics bàsics 
relacionats amb l'orientació de l'estudiant davant la seva formació 
acadèmica i la seva inserció laboral, acompanyant aquests coneixements 
d'experiències pràctiques."
"1740096812-283","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1790&assignatura=17904007&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Coneixement de les tècniques bàsiques de l’Àlgebra Lineal."
"1740096814-284","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1790&assignatura=17904005&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: El temari abasta fonaments de càlcul relacionats amb nombres reals i complexos; i: límits, continuïtat, derivació i integració, de funcions reals d'una variable real."
"1740096816-285","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1790&assignatura=17904006&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: 1. Comprendre els fonaments bàsics de les funcions de varies variables.
2. Comprendre la gènesi i fonaments de les equacions diferencials ordinàries.
3. Comprendre geomètrica i formalment els conceptes d'integral doble i triple."
"1740096819-286","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1790&assignatura=17904002&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Anàlisi i disseny lògic de circuits combinacionals i seqüencials
Estructura, disseny i funcionament de un computador"
"1740096821-287","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1790&assignatura=17904001&any_academic=2024_25&idioma=cat&modalitat=p","L'objectiu del curs és introduir als estudiants en la tasca de crear programes que resolguin problemes bàsics. Els estudiants aprendran els conceptes bàsics de programació estructurada així com de llenguatge C. Podran provar els conceptes estudiats amb l'ajuda de casos pràctics."
"1740096823-288","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1790&assignatura=17904003&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Conèixer i
comprendre els fonaments físics de la mecànica aplicables a l'enginyeria."
"1740096825-289","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1790&assignatura=17904004&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: L'objectiu de l'assignatura és posar les bases dels fenòmens 
elèctrics, magnètics i òptics que es necessiten per a fonamentar les 
tècniques i aplicacions que es donaran en els graus d'enginyeria."
"1740096828-290","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1790&assignatura=17904102&any_academic=2024_25&idioma=cat&modalitat=p","OBJECTIVES:
This course aims to introduce students to the main characteristics of technical English in the different fields of engineering. The objectives of the course are to help students improve their linguistic competence in English and to provide them with the necessary resources for effective communication in an academic setting. Throughout the course, students will practice reading technical texts and writing academic email messages, as well as listening to and speaking about different aspects of their discipline. They will also have to express their opinion in online debates (in both written and oral form) on relevant topics related to engineering. This course also seeks to foster critical thinking by presenting engineering students with ethical issues related to the use of new technologies and how they can affect society. 
The course will cover the following areas: - Practice on all four skills through a variety of engineering topics and activities.- Practice on the rhetoric of professional and academic documents in engineering.- Practice on the most common functions, notions and grammar structures found in engineering texts.- Practice on debates on different topics related to engineering."
"1740096830-291","https://guiadocent.urv.cat/docnet/guia_docent/assignatures/print/?centre=17&ensenyament=1790&assignatura=17904113&any_academic=2024_25&idioma=cat&modalitat=p","DESCRIPCIÓ GENERAL DE L'ASSIGNATURA: Assignatura dirigida al coneixement dels materials des de un punt de 
vista tecnològic i a l'estudi del comportament dels materials 
estructurals sotmesos a esforços mecànics."
